FDID,RESPONSE_TIME,FIRE_CLEARANCE_TIME,DEPT_STA,INC_TYPE,SHIFT,PROP_VAL
19105,5.0,19.0,17.0,131,A,
19105,7.0,7.0,17.0,118,A,
19105,6.0,145.0,17.0,118,A,
19105,5.0,65.0,15.0,131,A,10000.0
19105,6.0,139.0,14.0,151,A,
19105,11.0,8.0,11.0,151,A,
19105,17.0,41.0,17.0,143,A,
19105,4.0,15.0,17.0,131,A,
19105,4.0,8.0,17.0,118,A,
19105,7.0,38.0,14.0,151,A,
19105,3.0,26.0,16.0,151,A,
19105,26.0,21.0,15.0,154,B,
19105,5.0,3.0,106.0,130,B,
19105,7.0,10.0,17.0,151,B,
19105,3.0,28.0,12.0,100,B,
19105,8.0,20.0,13.0,150,B,
19105,5.0,11.0,14.0,118,B,
19105,5.0,10.0,14.0,151,B,
19105,2.0,40.0,11.0,113,A,
19105,1.0,127.0,14.0,100,A,
19105,9.0,10.0,102.0,151,A,
19105,5.0,9.0,17.0,118,A,
19105,5.0,8.0,13.0,118,A,
19105,8.0,32.0,15.0,118,A,
19105,13.0,8.0,112.0,150,A,
19105,6.0,144.0,107.0,131,A,
19105,9.0,8.0,100.0,151,A,
19105,5.0,4.0,17.0,150,A,
19105,15.0,13.0,17.0,150,B,
19105,4.0,11.0,18.0,150,B,
19105,8.0,12.0,100.0,151,B,
19105,7.0,28.0,17.0,150,B,
19105,5.0,3.0,13.0,113,B,
19105,5.0,4.0,11.0,151,B,
19105,6.0,29.0,14.0,111,B,
19105,6.0,45.0,100.0,118,C,
19105,2.0,10.0,103.0,118,C,
19105,8.0,49.0,16.0,143,C,
19105,6.0,12.0,103.0,150,C,
19105,5.0,69.0,104.0,131,C,
19105,5.0,45.0,15.0,113,C,
19105,5.0,58.0,104.0,111,C,
19105,10.0,1.0,11.0,151,C,
19105,5.0,2.0,13.0,151,B,
19105,8.0,9.0,17.0,151,B,
19105,9.0,39.0,104.0,118,B,
19105,8.0,55.0,17.0,118,B,
19105,10.0,1.0,11.0,151,B,
19105,9.0,6.0,14.0,150,B,
19105,5.0,7.0,100.0,151,C,
19105,2.0,10.0,13.0,118,C,
19105,2.0,17.0,11.0,113,C,
19105,6.0,30.0,17.0,137,C,
19105,6.0,25.0,15.0,118,C,
19105,10.0,69.0,19.0,112,C,15000.0
19105,7.0,18.0,14.0,151,A,
19105,5.0,40.0,12.0,112,A,
19105,5.0,49.0,103.0,132,A,
19105,3.0,49.0,13.0,111,A,
19105,8.0,28.0,16.0,151,A,
19105,17.0,6.0,18.0,151,C,
19105,5.0,12.0,13.0,113,C,
19105,7.0,5.0,102.0,100,C,
19105,4.0,58.0,15.0,111,C,
19105,4.0,63.0,105.0,113,C,
19105,4.0,7.0,11.0,118,C,
19105,8.0,36.0,11.0,116,C,
19105,1.0,10.0,17.0,118,A,
19105,5.0,4.0,103.0,140,A,
19105,1.0,7.0,17.0,118,A,
19105,4.0,12.0,19.0,151,A,
19105,4.0,0.0,14.0,151,A,
19105,4.0,11.0,14.0,151,A,
19105,5.0,246.0,16.0,111,A,
19105,5.0,90.0,104.0,111,A,
19105,7.0,31.0,14.0,151,B,
19105,4.0,1636.0,109.0,142,B,
19105,8.0,257.0,109.0,142,B,
19105,10.0,78.0,109.0,143,A,
19105,14.0,153.0,102.0,100,A,
19105,6.0,25.0,16.0,122,A,
19105,5.0,13.0,17.0,151,A,
19105,7.0,18.0,14.0,118,A,
19105,5.0,61.0,17.0,130,A,
19105,4.0,9.0,16.0,151,B,
19105,4.0,28.0,19.0,140,B,
19105,4.0,4.0,105.0,150,B,
19105,6.0,11.0,18.0,100,B,
19105,6.0,9.0,15.0,118,B,
19105,1.0,10.0,17.0,118,C,
19105,9.0,5.0,18.0,142,C,
19105,4.0,31.0,18.0,142,C,
19105,6.0,15.0,17.0,151,B,
19105,8.0,159.0,19.0,100,B,
19105,7.0,22.0,100.0,143,B,
19105,5.0,1.0,11.0,151,B,
19105,11.0,3.0,14.0,151,C,
19105,8.0,28.0,108.0,113,C,
19105,9.0,10.0,18.0,113,C,
19105,8.0,9.0,11.0,150,C,
19105,4.0,3.0,107.0,151,C,
19105,6.0,5.0,14.0,151,C,
19105,4.0,86.0,105.0,111,C,
19105,6.0,28.0,15.0,118,C,
19105,4.0,22.0,11.0,118,C,
19105,5.0,12.0,102.0,151,C,
19105,2.0,23.0,14.0,131,A,
19105,6.0,23.0,17.0,118,A,
19105,10.0,4.0,17.0,118,A,
19105,8.0,17.0,14.0,151,A,
19105,6.0,18.0,17.0,118,A,
19105,7.0,11.0,105.0,151,,
19105,114.0,37.0,17.0,137,C,
19105,4.0,3.0,11.0,150,C,
19105,3.0,8.0,102.0,113,A,
19105,3.0,103.0,14.0,131,A,
19105,6.0,18.0,16.0,118,A,
19105,6.0,7.0,17.0,118,A,
19105,4.0,13.0,11.0,118,A,
19105,5.0,33.0,102.0,113,A,
19105,6.0,11.0,15.0,131,A,8000.0
19105,6.0,24.0,13.0,151,A,
19105,6.0,15.0,14.0,151,A,
19105,7.0,8.0,13.0,118,B,
19105,4.0,19.0,16.0,151,B,
19105,5.0,13.0,13.0,151,B,
19105,4.0,5.0,14.0,118,B,
19105,5.0,27.0,102.0,142,B,
19105,3.0,13.0,14.0,118,B,
19105,6.0,25.0,17.0,140,A,
19105,6.0,15.0,103.0,131,A,
19105,5.0,24.0,14.0,131,A,
19105,5.0,11.0,15.0,118,A,
19105,5.0,2.0,14.0,151,A,
19105,6.0,27.0,16.0,131,A,
19105,6.0,84.0,11.0,122,B,
19105,5.0,7.0,15.0,150,B,
19105,5.0,24.0,12.0,113,B,
19105,4.0,13.0,15.0,151,B,
19105,5.0,19.0,11.0,151,B,
19105,5.0,71.0,14.0,131,C,
19105,5.0,71.0,14.0,131,C,
19105,6.0,8.0,100.0,118,C,
19105,6.0,109.0,112.0,118,C,
19105,5.0,7.0,15.0,131,C,
19105,2.0,49.0,103.0,111,C,
19105,3.0,26.0,11.0,131,C,
19105,4.0,61.0,14.0,111,B,
19105,5.0,41.0,13.0,150,B,6000.0
19105,5.0,30.0,17.0,118,B,
19105,6.0,16.0,15.0,118,B,
19105,7.0,12.0,102.0,143,B,
19105,4.0,4.0,13.0,118,B,
19105,3.0,4.0,13.0,118,B,
19105,5.0,21.0,16.0,151,B,
19105,8.0,71.0,17.0,161,B,
19105,2.0,7.0,11.0,151,B,
19105,3.0,24.0,14.0,151,C,750.0
19105,5.0,37.0,100.0,115,C,
19105,0.0,28.0,13.0,118,C,
19105,8.0,56.0,104.0,118,B,
19105,5.0,19.0,17.0,151,A,
19105,2.0,55.0,13.0,100,A,
19105,7.0,76.0,16.0,143,A,
19105,5.0,12.0,13.0,113,A,
19105,6.0,12.0,100.0,113,A,
19105,1.0,2.0,17.0,151,A,
19105,4.0,44.0,106.0,111,,1200000.0
19105,8.0,21.0,100.0,118,A,
19105,4.0,11.0,13.0,118,C,
19105,4.0,28.0,13.0,118,C,
19105,4.0,12.0,13.0,151,C,
19105,7.0,12.0,16.0,151,C,
19105,1.0,52.0,13.0,151,C,
19105,3.0,25.0,13.0,131,C,
19105,5.0,38.0,17.0,131,A,
19105,5.0,21.0,17.0,151,A,
19105,5.0,3.0,11.0,151,A,
19105,2.0,75.0,13.0,118,A,
19105,6.0,34.0,16.0,143,B,
19105,5.0,7.0,14.0,151,B,
19105,12.0,33.0,17.0,151,B,
19105,9.0,42.0,105.0,100,B,
19105,6.0,12.0,102.0,151,A,
19105,10.0,23.0,100.0,151,,0.0
19105,4.0,33.0,103.0,151,,0.0
19105,6.0,20.0,102.0,151,,
19105,3.0,4.0,102.0,151,,
19105,3.0,5.0,102.0,113,,
19105,5.0,8.0,103.0,151,,
19105,3.0,364.0,13.0,111,,
19105,6.0,13.0,107.0,152,,0.0
19105,6.0,16.0,105.0,131,,500.0
19105,3.0,40.0,18.0,142,,0.0
19105,4.0,6.0,18.0,151,,0.0
19105,4.0,19.0,12.0,111,,
19105,16.0,19.0,103.0,151,,0.0
19105,6.0,23.0,103.0,151,,
19105,5.0,17.0,102.0,151,,
19105,12.0,5.0,18.0,151,,0.0
19105,7.0,17.0,102.0,151,,
19105,5.0,29.0,13.0,151,,
19105,5.0,7.0,18.0,113,,0.0
19105,6.0,12.0,104.0,151,,0.0
19105,6.0,4.0,102.0,151,,
19105,9.0,10.0,12.0,151,,
19105,12.0,52.0,103.0,151,,
19105,3.0,12.0,17.0,113,,
19105,2.0,14.0,106.0,151,,
19105,5.0,5.0,17.0,151,,0.0
19105,5.0,89.0,14.0,151,,300000.0
19105,6.0,13.0,103.0,150,,
19105,3.0,19.0,103.0,113,,
19105,9.0,6.0,17.0,151,,
19105,5.0,3.0,103.0,151,,
19105,4.0,47.0,104.0,151,,0.0
19105,15.0,9.0,17.0,151,,
19105,7.0,60.0,14.0,151,,
19105,5.0,23.0,102.0,151,,
19105,7.0,18.0,14.0,151,,
19105,7.0,37.0,17.0,151,,
19105,4.0,1.0,104.0,151,,0.0
19105,14.0,17.0,15.0,151,,0.0
19105,18.0,0.0,14.0,151,,
19105,0.0,9.0,17.0,151,,
19105,4.0,7.0,11.0,151,,50.0
19105,4.0,7.0,102.0,131,,
19105,6.0,15.0,109.0,142,,0.0
19105,3.0,22.0,12.0,131,,
19105,4.0,45.0,11.0,113,,0.0
19105,5.0,47.0,104.0,151,,0.0
19105,4.0,4.0,100.0,151,,0.0
19105,5.0,15.0,100.0,151,,0.0
19105,5.0,47.0,108.0,131,,25000.0
19105,6.0,34.0,14.0,131,,3500.0
19105,6.0,21.0,102.0,151,,2000.0
19105,3.0,27.0,13.0,113,,
19105,7.0,20.0,14.0,151,,0.0
19105,5.0,10.0,11.0,151,,
19105,1.0,53.0,11.0,113,,0.0
19105,8.0,11.0,102.0,131,,500.0
19105,6.0,4.0,15.0,151,,0.0
19105,5.0,5.0,14.0,151,,
19105,6.0,23.0,14.0,151,,
19105,4.0,6.0,11.0,151,,0.0
19105,5.0,11.0,14.0,151,,
19105,6.0,80.0,100.0,151,,0.0
19105,10.0,0.0,17.0,151,,
19105,5.0,11.0,17.0,151,,
19105,6.0,7.0,14.0,151,,0.0
19105,4.0,9.0,13.0,151,,0.0
19105,4.0,18.0,13.0,151,,
19105,3.0,51.0,13.0,151,,40000.0
19105,6.0,38.0,104.0,150,,
19105,2.0,7.0,13.0,151,,
19105,8.0,0.0,13.0,151,,0.0
19105,5.0,14.0,100.0,151,,0.0
19105,6.0,3.0,17.0,151,,0.0
19105,2.0,6.0,107.0,118,,
19105,5.0,6.0,14.0,151,,0.0
19105,4.0,6.0,14.0,118,,0.0
19105,6.0,5.0,11.0,151,,0.0
19105,6.0,44.0,17.0,151,,0.0
19105,3.0,7.0,102.0,151,,
19105,4.0,21.0,12.0,113,,
19105,4.0,6.0,17.0,151,,0.0
19105,4.0,27.0,17.0,131,,2500.0
19105,6.0,19.0,11.0,131,,
19105,4.0,77.0,106.0,111,,10000.0
19105,5.0,5.0,17.0,151,,0.0
19105,1.0,15.0,17.0,151,,0.0
19105,4.0,15.0,15.0,151,,0.0
19105,1.0,31.0,17.0,131,,15000.0
19105,4.0,2.0,104.0,118,,
19105,5.0,26.0,100.0,151,,0.0
19105,4.0,5.0,11.0,151,,0.0
19105,6.0,6.0,107.0,151,,
19105,6.0,20.0,18.0,132,,11000.0
19105,4.0,6.0,14.0,154,,500.0
19105,2.0,22.0,11.0,151,,
19105,5.0,17.0,107.0,151,,
19105,6.0,6.0,105.0,142,,0.0
19105,5.0,3.0,100.0,151,,0.0
19105,8.0,20.0,12.0,151,,
19105,7.0,3.0,15.0,151,,
19105,5.0,17.0,15.0,151,,
19105,8.0,30.0,19.0,151,,200.0
19105,4.0,26.0,105.0,151,,3000.0
19105,5.0,15.0,14.0,151,,
19105,8.0,5.0,100.0,118,,0.0
19105,1.0,38.0,14.0,140,,
19105,5.0,11.0,100.0,131,,1500.0
19105,5.0,17.0,11.0,151,,
19105,6.0,2.0,14.0,151,,
19105,5.0,42.0,14.0,151,,
19105,4.0,88.0,11.0,113,,
19105,2.0,54.0,17.0,151,,
19105,5.0,41.0,112.0,151,,
19105,4.0,5.0,14.0,151,,
19105,3.0,18.0,14.0,151,,
19105,10.0,6.0,104.0,151,,
19105,5.0,6.0,17.0,151,,0.0
19105,1.0,47.0,14.0,151,,
19105,5.0,5.0,17.0,151,,0.0
19105,5.0,4.0,17.0,151,,0.0
19105,7.0,7.0,17.0,151,,0.0
19105,6.0,3.0,17.0,151,,0.0
19105,6.0,45.0,12.0,143,,0.0
19105,5.0,32.0,13.0,151,,
19105,5.0,4.0,17.0,151,,
19105,4.0,60.0,14.0,151,,0.0
19105,7.0,76.0,14.0,131,,10000.0
19105,2.0,29.0,14.0,151,,
19105,4.0,12.0,102.0,113,,0.0
19105,9.0,19.0,13.0,151,,
19105,5.0,20.0,14.0,151,,0.0
19105,4.0,7.0,17.0,151,,0.0
19105,5.0,5.0,16.0,151,,
19105,0.0,6.0,13.0,150,,
19105,16.0,3.0,13.0,151,,
19105,5.0,42.0,12.0,140,,0.0
19105,5.0,8.0,112.0,151,,
19105,6.0,12.0,102.0,142,,
19105,3.0,11.0,103.0,151,,
19105,5.0,17.0,14.0,151,,0.0
19105,5.0,112.0,13.0,111,,200000.0
19105,7.0,14.0,101.0,140,,
19105,5.0,2.0,11.0,151,,
19105,8.0,10.0,16.0,151,,
19105,8.0,63.0,17.0,142,,
19105,8.0,29.0,15.0,131,,3000.0
19105,4.0,16.0,14.0,142,,0.0
19105,5.0,21.0,13.0,151,,
19105,6.0,11.0,103.0,151,,
19105,6.0,18.0,14.0,151,,
19105,3.0,11.0,11.0,151,,
19105,6.0,7.0,12.0,151,,
19105,4.0,15.0,11.0,113,,
19105,7.0,12.0,100.0,118,,0.0
19105,11.0,0.0,11.0,151,,
19105,3.0,10.0,11.0,142,,0.0
19105,9.0,0.0,14.0,151,,0.0
19105,12.0,69.0,100.0,143,,0.0
19105,8.0,0.0,17.0,151,,0.0
19105,7.0,6.0,14.0,151,,
19105,6.0,9.0,13.0,151,,0.0
19105,4.0,24.0,14.0,151,,0.0
19105,4.0,17.0,11.0,151,,0.0
19105,3.0,290.0,17.0,111,,0.0
19105,3.0,30.0,17.0,151,,0.0
19105,3.0,8.0,11.0,151,,
19105,6.0,1440.0,17.0,151,,
19105,7.0,7.0,17.0,151,,0.0
19105,10.0,4.0,17.0,151,,0.0
19105,6.0,25.0,14.0,151,,50.0
19105,5.0,58.0,13.0,151,,
19105,9.0,0.0,17.0,151,,0.0
19105,7.0,9.0,17.0,151,,0.0
19105,5.0,10.0,17.0,151,,0.0
19105,5.0,29.0,12.0,151,,
19105,6.0,10.0,17.0,151,,
19105,6.0,90.0,17.0,151,,
19105,6.0,9.0,100.0,131,,2000.0
19105,6.0,25.0,17.0,151,,
19105,6.0,1.0,11.0,163,,
19105,5.0,7.0,14.0,151,,
19105,11.0,28.0,15.0,131,,
19105,7.0,4.0,17.0,151,,
19105,5.0,9.0,11.0,151,,0.0
19105,6.0,19.0,17.0,151,,
19105,6.0,18.0,100.0,151,,
19105,4.0,13.0,12.0,151,,
19105,3.0,7.0,15.0,111,,
19105,3.0,20.0,13.0,113,,0.0
19105,5.0,9.0,100.0,151,,
19105,4.0,4.0,107.0,151,,
19105,2.0,5.0,13.0,151,,
19105,3.0,5.0,17.0,151,,
19105,4.0,3.0,17.0,151,,
19105,7.0,21.0,13.0,151,,0.0
19105,7.0,27.0,103.0,151,,0.0
19105,4.0,25.0,104.0,113,,
19105,6.0,5.0,102.0,151,,
19105,6.0,17.0,15.0,151,,
19105,2.0,4.0,17.0,151,,0.0
19105,6.0,22.0,100.0,151,,0.0
19105,4.0,1.0,13.0,151,,
19105,8.0,2.0,17.0,151,,0.0
19105,7.0,1.0,13.0,151,,
19105,6.0,18.0,17.0,151,,
19105,4.0,9.0,14.0,151,,
19105,6.0,9.0,15.0,151,,
19105,3.0,81.0,11.0,118,,0.0
19105,10.0,7.0,17.0,151,,
19105,4.0,8.0,103.0,118,,
19105,4.0,0.0,102.0,151,,
19105,4.0,8.0,12.0,151,,
19105,7.0,5.0,14.0,151,,
19105,7.0,2.0,11.0,151,,
19105,2.0,7.0,105.0,151,,
19105,5.0,5.0,17.0,151,,0.0
19105,4.0,15.0,11.0,151,,0.0
19105,3.0,2.0,11.0,151,,
19105,5.0,7.0,11.0,151,,
19105,5.0,2.0,11.0,151,,0.0
19105,4.0,7.0,103.0,151,,
19105,6.0,13.0,11.0,151,,0.0
19105,3.0,28.0,11.0,151,,0.0
19105,20.0,4.0,11.0,151,,0.0
19105,8.0,10.0,109.0,131,,20000.0
19105,6.0,70.0,11.0,131,,5000.0
19105,9.0,2.0,17.0,151,,0.0
19105,3.0,37.0,11.0,151,,
19105,7.0,16.0,100.0,113,,0.0
19105,9.0,20.0,16.0,131,,
19105,4.0,6.0,13.0,151,,0.0
19105,5.0,14.0,11.0,151,,
19105,5.0,4.0,17.0,151,,0.0
19105,8.0,12.0,12.0,118,,
19105,12.0,49.0,11.0,151,,0.0
19105,4.0,13.0,11.0,173,,
19105,5.0,13.0,15.0,151,,
19105,4.0,3.0,11.0,151,,
19105,5.0,2.0,11.0,151,,0.0
19105,4.0,6.0,107.0,151,,
19105,3.0,7.0,11.0,151,,
19105,1.0,36.0,13.0,151,,
19105,4.0,18.0,11.0,151,,
19105,2.0,16.0,11.0,151,,0.0
19105,5.0,12.0,16.0,151,,
19105,5.0,72.0,14.0,131,,20000.0
19105,7.0,6.0,100.0,113,,
19105,4.0,28.0,14.0,131,,3500.0
19105,7.0,3.0,12.0,151,,
19105,4.0,6.0,103.0,151,,
19105,4.0,55.0,14.0,151,,0.0
19105,4.0,10.0,104.0,150,,
19105,5.0,82.0,14.0,131,,30000.0
19105,44.0,144.0,103.0,111,,
19105,4.0,45.0,103.0,151,,
19105,5.0,12.0,102.0,151,,0.0
19105,5.0,4.0,15.0,151,,
19105,12.0,21.0,13.0,151,,0.0
19105,4.0,83.0,103.0,131,,
19105,6.0,30.0,14.0,131,,
19105,5.0,6.0,13.0,151,,
19105,5.0,30.0,107.0,151,,
19105,6.0,36.0,14.0,131,,
19105,6.0,13.0,12.0,151,,
19105,7.0,2.0,19.0,153,,
19105,5.0,6.0,14.0,151,,
19105,4.0,3.0,105.0,151,,0.0
19105,3.0,5.0,13.0,151,,0.0
19105,6.0,7.0,13.0,151,,0.0
19105,5.0,17.0,12.0,151,,0.0
19105,9.0,40.0,17.0,142,,
19105,6.0,12.0,15.0,118,,0.0
19105,8.0,43.0,16.0,142,,0.0
19105,4.0,50.0,102.0,131,,
19105,5.0,56.0,15.0,111,,
19105,3.0,24.0,102.0,113,,
19105,2.0,10.0,11.0,151,,
19105,5.0,22.0,15.0,151,,0.0
19105,4.0,7.0,15.0,151,,0.0
19105,4.0,74.0,102.0,111,,
19105,4.0,53.0,17.0,151,,0.0
19105,7.0,111.0,100.0,112,,5000.0
19105,3.0,22.0,11.0,151,,
19105,6.0,12.0,11.0,151,,
19105,8.0,67.0,102.0,142,,
19105,8.0,9.0,13.0,151,,
19105,5.0,3.0,103.0,151,,
19105,5.0,17.0,13.0,151,,
19105,6.0,7.0,11.0,151,,
19105,3.0,5.0,11.0,151,,
19105,8.0,9.0,17.0,151,,
19105,8.0,1.0,17.0,151,,
19105,0.0,24.0,15.0,151,,
19105,5.0,78.0,100.0,151,,0.0
19105,2.0,4.0,17.0,118,,
19105,2.0,48.0,19.0,142,,0.0
19105,8.0,4.0,17.0,151,,
19105,7.0,4.0,17.0,151,,
19105,5.0,569.0,19.0,111,,1500000.0
19105,7.0,14.0,103.0,140,,0.0
19105,5.0,4.0,11.0,151,,
19105,1.0,10.0,17.0,151,,
19105,3.0,3.0,100.0,151,,
19105,8.0,48.0,17.0,151,,
19105,5.0,6.0,100.0,151,,
19105,6.0,47.0,103.0,151,,
19105,6.0,200.0,105.0,131,,5000.0
19105,2.0,120.0,17.0,151,,0.0
19105,4.0,24.0,13.0,151,,0.0
19105,6.0,32.0,104.0,131,,2000.0
19105,3.0,41.0,12.0,113,,0.0
19105,4.0,8.0,11.0,151,,
19105,3.0,2.0,104.0,113,,
19105,1.0,28.0,11.0,151,,
19105,4.0,24.0,11.0,151,,0.0
19105,3.0,30.0,13.0,151,,
19105,2.0,8.0,104.0,151,,
19105,19.0,8.0,19.0,151,,0.0
19105,4.0,43.0,100.0,131,,5000.0
19105,4.0,81.0,14.0,111,,0.0
19105,8.0,54.0,17.0,151,,
19105,7.0,23.0,17.0,151,,0.0
19105,6.0,5.0,11.0,151,,0.0
19105,5.0,10.0,13.0,113,,
19105,6.0,1.0,19.0,153,,
19105,4.0,16.0,14.0,151,,0.0
19105,4.0,115.0,13.0,111,,5000.0
19105,6.0,26.0,12.0,151,,
19105,5.0,83.0,17.0,151,,5000.0
19105,5.0,42.0,106.0,131,,
19105,7.0,6.0,15.0,151,,
19105,5.0,110.0,103.0,140,,
19105,4.0,35.0,15.0,131,,
19105,5.0,118.0,103.0,151,,
19105,4.0,10.0,18.0,151,,0.0
19105,5.0,4.0,17.0,151,,0.0
19105,2.0,4.0,102.0,151,,
19105,8.0,5.0,11.0,151,,
19105,5.0,39.0,12.0,131,,
19105,5.0,4.0,13.0,151,,
19105,3.0,8.0,13.0,151,,
19105,3.0,32.0,13.0,151,,
19105,2.0,4.0,11.0,151,,
19105,4.0,16.0,11.0,151,,
19105,2.0,36.0,11.0,131,,25000.0
19105,3.0,37.0,19.0,112,,1000.0
19105,5.0,40.0,106.0,131,,10000.0
19105,6.0,56.0,11.0,113,,
19105,2.0,44.0,14.0,131,,1500.0
19105,10.0,9.0,102.0,151,,0.0
19105,5.0,6.0,100.0,151,,0.0
19105,4.0,3.0,14.0,151,,0.0
19105,4.0,75.0,14.0,111,,
19105,7.0,69.0,11.0,151,,500.0
19105,6.0,8.0,15.0,113,,0.0
19105,6.0,13.0,13.0,151,,
19105,4.0,35.0,13.0,131,,3000.0
19105,1.0,54.0,15.0,113,,
19105,8.0,10.0,19.0,118,,0.0
19105,4.0,19.0,13.0,151,,0.0
19105,4.0,697.0,107.0,151,,0.0
19105,4.0,37.0,13.0,150,,
19105,5.0,6.0,11.0,151,,
19105,4.0,10.0,17.0,151,,0.0
19105,5.0,15.0,107.0,151,,0.0
19105,7.0,13.0,17.0,151,,0.0
19105,7.0,4.0,16.0,151,,0.0
19105,4.0,3.0,17.0,151,,0.0
19105,5.0,12.0,12.0,151,,
19105,7.0,20.0,14.0,118,,0.0
19105,4.0,10.0,11.0,151,,
19105,7.0,83.0,109.0,131,,7500.0
19105,5.0,1.0,13.0,151,,
19105,3.0,88.0,13.0,111,,1000000.0
19105,7.0,10.0,17.0,151,,
19105,6.0,49.0,102.0,131,,17000.0
19105,4.0,11.0,11.0,151,,
19105,10.0,0.0,17.0,151,,
19105,3.0,1.0,13.0,151,,
19105,4.0,13.0,13.0,151,,
19105,14.0,19.0,11.0,151,,
19105,6.0,19.0,103.0,151,,
19105,8.0,11.0,102.0,151,,0.0
19105,5.0,14.0,104.0,151,,
19105,3.0,16.0,11.0,151,,
19105,3.0,7.0,107.0,151,,
19105,3.0,10.0,15.0,150,,
19105,4.0,22.0,15.0,151,,
19105,8.0,1.0,100.0,131,,15000.0
19105,5.0,27.0,11.0,151,,
19105,5.0,36.0,17.0,131,,
19105,6.0,13.0,17.0,151,,
19105,4.0,17.0,13.0,151,,
19105,5.0,18.0,17.0,151,,
19105,6.0,7.0,14.0,118,,
19105,3.0,5.0,13.0,151,,
19105,4.0,140.0,17.0,111,,500.0
19105,8.0,16.0,17.0,151,,
19105,4.0,11.0,17.0,151,,
19105,6.0,7.0,12.0,151,,
19105,7.0,7.0,12.0,151,,
19105,3.0,8.0,107.0,151,,
19105,7.0,7.0,15.0,151,,
19105,9.0,10.0,17.0,151,,
19105,2.0,5.0,17.0,151,,
19105,5.0,9.0,16.0,151,,
19105,4.0,6.0,102.0,151,,
19105,9.0,2.0,17.0,151,,
19105,13.0,70.0,19.0,131,,14000.0
19105,9.0,1.0,17.0,151,,
19105,5.0,2.0,104.0,151,,
19105,6.0,39.0,17.0,131,,12000.0
19105,6.0,10.0,17.0,151,,
19105,4.0,4.0,17.0,151,,
19105,5.0,7.0,13.0,151,,
19105,5.0,6.0,17.0,151,,0.0
19105,5.0,34.0,100.0,151,,0.0
19105,4.0,26.0,14.0,131,,
19105,3.0,5.0,14.0,151,,
19105,4.0,1.0,17.0,151,,
19105,3.0,9.0,17.0,151,,
19105,2.0,30.0,13.0,151,,
19105,6.0,0.0,107.0,151,,0.0
19105,4.0,7.0,14.0,151,,
19105,5.0,4.0,15.0,151,,0.0
19105,3.0,4.0,13.0,151,,
19105,9.0,18.0,11.0,151,,0.0
19105,5.0,213.0,16.0,111,,
19105,7.0,14.0,103.0,151,,
19105,14.0,27.0,16.0,151,,
19105,5.0,11.0,13.0,150,,
19105,6.0,8.0,17.0,151,,
19105,7.0,37.0,105.0,151,,
19105,4.0,43.0,105.0,111,,
19105,6.0,9.0,17.0,151,,
19105,4.0,25.0,11.0,151,,
19105,4.0,65.0,100.0,111,,600000.0
19105,0.0,24.0,15.0,151,,0.0
19105,6.0,7.0,15.0,118,,
19105,4.0,11.0,15.0,151,,
19105,3.0,5.0,11.0,151,,
19105,5.0,152.0,16.0,111,,50000.0
19105,5.0,34.0,102.0,151,,
19105,2.0,11.0,16.0,113,,
19105,5.0,10.0,104.0,131,,10000.0
19105,5.0,8.0,17.0,151,,
19105,5.0,12.0,17.0,151,,
19105,8.0,41.0,16.0,151,,
19105,11.0,8.0,15.0,131,,10000.0
19105,10.0,6.0,14.0,151,,
19105,6.0,6.0,14.0,140,,
19105,7.0,109.0,19.0,113,,
19105,10.0,12.0,102.0,151,,
19105,2.0,30.0,14.0,151,,0.0
19105,7.0,74.0,14.0,151,,0.0
19105,1.0,23.0,11.0,118,,
19105,6.0,8.0,14.0,151,,0.0
19105,5.0,4.0,14.0,151,,
19105,6.0,4.0,100.0,151,,
19105,5.0,115.0,15.0,151,,0.0
19105,6.0,5.0,17.0,162,,
19105,4.0,21.0,103.0,113,,0.0
19105,5.0,11.0,17.0,151,,
19105,7.0,28.0,12.0,151,,
19105,4.0,82.0,104.0,112,,2000.0
19105,6.0,106.0,16.0,118,,0.0
19105,2.0,9.0,12.0,151,,
19105,2.0,11.0,13.0,113,,3000000.0
19105,4.0,67.0,12.0,142,,
19105,7.0,33.0,104.0,173,,0.0
19105,5.0,29.0,13.0,151,,0.0
19105,11.0,0.0,17.0,151,,
19105,4.0,7.0,102.0,151,,
19105,5.0,2.0,17.0,151,,
19105,4.0,12.0,11.0,151,,
19105,7.0,5.0,17.0,151,,
19105,5.0,33.0,100.0,151,,
19105,6.0,11.0,14.0,151,,
19105,4.0,26.0,12.0,151,,
19105,6.0,63.0,12.0,113,,
19105,10.0,47.0,102.0,151,,5000.0
19105,7.0,11.0,12.0,151,,
19105,10.0,7.0,11.0,131,,3000.0
19105,6.0,2.0,17.0,151,,
19105,5.0,27.0,112.0,142,,
19105,5.0,9.0,17.0,151,,
19105,5.0,11.0,17.0,151,,
19105,6.0,14.0,12.0,151,,0.0
19105,4.0,7.0,107.0,151,,
19105,4.0,16.0,17.0,151,,
19105,6.0,0.0,17.0,151,,
19105,4.0,222.0,100.0,142,,
19105,7.0,86.0,17.0,151,,
19105,3.0,49.0,11.0,131,,15000.0
19105,8.0,2.0,16.0,151,,
19105,0.0,5.0,13.0,151,,
19105,6.0,15.0,15.0,151,,0.0
19105,6.0,10.0,13.0,151,,
19105,7.0,7.0,15.0,151,,0.0
19105,6.0,9.0,17.0,151,,
19105,9.0,210.0,109.0,142,,
19105,6.0,10.0,17.0,151,,
19105,3.0,7.0,13.0,151,,
