Moran_I,p_value,FDID
,,10005
-0.0999369179060061,0.07671742860915658,10010
-0.006641431309501028,0.947154582603654,10020
-0.007593046374643552,0.9333275872844959,10030
0.09902244357678788,0.062041770486342,10040
0.007932603519139953,0.8415798494468112,10045
-0.004491628990187026,0.978443499931931,10065
-0.044829811471842326,0.4450561501624658,10080
0.02179009640415466,0.6505912669305269,10090
0.07880692743210363,0.1345846412161231,10095
-0.0005768462297678246,0.9645281159610468,10555
-0.003837356680494773,0.9879748008751319,11065
-0.01198705064901225,0.8698074996673479,11555
-0.015778146337535603,0.8156553075184305,12010
-0.04448809767294982,0.4480064663535174,12020
-0.002616843104906762,0.9942414762270669,12025
-0.029280646231652163,0.6314253923823971,12045
0.10255495294018038,0.053869759835848643,12060
-0.02579338286100451,0.6773832414553318,12135
0.39951080863411353,1.9681740513882263e-13,12140
0.07007052247281073,0.1386425222171132,12190
0.012040058350929759,0.6732834986155671,13005
0.50157218319969,6.286076436979354e-110,13010
-0.0002506596205525803,0.9860590806590163,13020
0.04792844219383232,0.12205889235111993,13025
-0.004567528864552864,0.9103894295831704,13030
0.1343892054723552,5.9500536530874656e-05,13060
-0.019012398697295717,0.6617648234205358,14005
0.07576682019836219,0.05208721412144637,14015
-0.016481017554397567,0.7084673206595464,14555
-0.002368966690208781,0.9843910922583184,15005
0.08724321681458676,0.025708789269848892,15010
-0.00549485911030371,0.9218888255190814,15065
0.0032896736272968307,0.9024845261682508,16015
0.0355858143061975,0.29645566906304177,17020
0.17180605534905888,1.5369141006475923e-05,17040
0.01507282134746069,0.6587313689272927,17055
-0.006836333779456867,0.8375162645016685,17060
-0.008168569090742707,0.8197453942719215,17555
-0.011381522102090815,0.8845650919650393,18020
0.021515750565257563,0.747401514045085,18035
-0.04182533633965576,0.7314054183816066,18050
-0.007076605455239402,0.9817763261137509,18065
-0.019473002761930775,0.9148769003641981,18075
-0.0995318462806236,0.3421535256761802,18410
-0.08895360137234867,0.40426992353666,19005
0.11437557660861879,0.19571136305527015,19010
-0.05438005736071286,0.6346137762020703,19015
0.11810921047576176,0.18255138199745324,19025
-0.06709709903655925,0.5449887816336452,19030
-0.13624381335436006,0.18159254299419414,19040
-0.017418213924028744,0.9319550492353175,19050
-0.018436831924976922,0.9234845075292585,19055
-0.017312044584522353,0.9318232848442669,19065
0.033855442596739165,0.65184160779051,19075
-0.05648247809321166,0.6189454139249413,19100
-0.033499503983291774,0.7997429883361693,19105
0.09090180714388857,0.2945425060425386,19110
-0.03679132711991943,0.7715602486618457,19120
0.4745401788694582,4.125529980105124e-07,19125
-0.11714740894635718,0.258866486987382,19130
-0.10313824805663814,0.32323469800711124,19135
-0.03487552849070264,0.7886376234459601,19145
-0.03071429117482635,0.8223434900910773,19155
0.11130415904940927,0.2053066327279668,19165
0.1079583259502476,0.2199319835564829,19175
-0.008184791981929968,0.9846718072230298,19180
-0.024984398659826563,0.9005572350400265,19185
-0.19243423420829076,0.09073288739686704,19195
,,19200
-0.08872634647251314,0.47072555283886997,19205
0.0778951590586543,0.40229002242921696,19225
-0.08253698182697206,0.5070782075064462,20005
0.11098716253678506,0.25132683563048197,20010
-0.06927922614132356,0.589638240015181,20015
0.3714311154202519,0.00033872035504505145,21010
0.007818038936463509,0.8556394639571949,21030
0.291479770194451,0.004571937983614606,21035
0.05038948879140804,0.5617747432495457,21045
-0.19184127103946902,0.0917964090770767,21055
0.03537471178375197,0.6601284760435508,21065
0.40682967253605135,9.043990520903283e-05,21075
-0.012530567747026988,0.9932620275802437,21080
0.045350457614090706,0.5939889493774937,21095
0.006920595125055129,0.8622335808864966,21100
-0.041305004938632206,0.77910584681032,21105
