Moran_I,p_value,FDID
0.12379738825221176,0.0004269516388505464,10005
0.07448250014415038,0.15700444179975268,10010
0.028451660041361706,0.565564867879494,10020
-0.038567392469189936,0.51613305469988,10030
0.09604755711306387,0.07004990514465147,10040
-0.017819211180331893,0.7868441510055463,10045
0.33212591284968285,9.337243226842697e-10,10065
0.03636965459571207,0.4720205994097242,10080
-0.008635398896294888,0.91820537689968,10090
0.08820895406301009,0.0952713669834385,10095
-0.012088526196527546,0.8683488395063879,10555
0.012308633499638549,0.7796394906546896,11065
0.00542833788984491,0.8774995444842962,11555
0.03591088911834591,0.47719749578309034,12010
0.11133853952176752,0.036505420305346606,12020
-0.006382838718168067,0.9509148687411534,12025
0.05867886938114804,0.259907437824043,12045
0.03252074387983048,0.5163992419529866,12060
0.05579009669835295,0.28288781865210566,12135
-0.002776185226596845,0.9965632272176547,12140
0.09981145598777076,0.036747340065281915,12190
0.07784682048436821,0.010540273701233826,13005
0.005593566728319968,0.7865984795870186,13010
0.19587582210246837,2.1978343790119405e-13,13020
0.06068333770308954,0.051267701453946886,13025
-0.0008407030000435711,0.9958845625268249,13030
0.12161622711448633,0.0002764607606860216,13060
0.0016293079875317488,0.9355756493738743,14005
0.028652790294335942,0.44762112119627795,14015
0.11124164514124696,0.00460875583652803,14555
0.0363693721050521,0.340514579870285,15005
-0.006632702619801961,0.899236576803995,15010
-0.00545125434830992,0.9227582926631968,15065
0.00917469968312399,0.7869330099602531,16015
0.016898593745229493,0.6070045500934174,17020
0.03279552686999849,0.39100219762153654,17040
0.15837618753028526,1.822702634144659e-05,17055
-0.002137627287206348,0.9648708494863163,17060
-0.00986103869928687,0.7782348355647783,17555
-0.009773102766159237,0.9071291976438729,18020
-0.0782936127347195,0.4700114674444742,18035
-0.11803580282351714,0.25243754882977587,18050
-0.10325475077615913,0.32527068937950976,18065
-0.10051222142343638,0.33958616953229126,18075
-0.008468311042408767,0.9940780679554269,18410
-0.09764453850383327,0.35498032433173254,19005
0.07765442687683069,0.3630484162998764,19010
0.03650531318240043,0.631067517244573,19015
-0.0691765270925206,0.5306277750810958,19025
0.0716289769251908,0.39726606503964246,19030
0.06618127203865745,0.4282411951233117,19040
-0.13283819380582007,0.19591354894683877,19050
-0.006318737440392801,0.9754503837367339,19055
-0.012145077215940424,0.975085056543542,19065
0.4475920223946831,1.7437869823350872e-06,19075
-0.030033559043726003,0.8264234031115658,19100
-0.033395303175970996,0.8005856354683146,19105
0.19148155982688522,0.03565862642720739,19110
-0.023646824841292338,0.8790702620792685,19120
0.4690425293831418,5.570614224625093e-07,19125
-0.062209666552404806,0.5794842714248638,19130
-0.017953606609469326,0.9264630609533681,19135
0.10423285922142708,0.23494329456334961,19145
0.030006287660873588,0.6811290089470311,19155
-0.021196428297222177,0.8994254487159765,19165
-0.038260010435052894,0.7615092025082086,19175
0.3142952973958513,0.0011442093629939593,19180
0.05402367750636886,0.539078350618871,19185
0.02888100804996314,0.7047000711054339,19195
0.08291086117173074,0.37644629371163973,19200
-0.06184981120443863,0.6384593246366523,19205
-0.10466343375461698,0.38408217542933665,19225
-0.06183125841184387,0.6385833466531952,20005
0.05850563909774436,0.5117349780061023,20010
-0.1206829571500719,0.3075999524459242,20015
0.005991461798910642,0.8690706658936702,21010
0.11506466006201319,0.2359068224199472,21030
-0.055437735309536315,0.6819046498720642,21035
-0.04844601646758668,0.7305048762902571,21045
0.0659772055719713,0.46781471458675983,21055
-0.17086806101588298,0.13628190162222067,21065
0.06356968215158923,0.48173454272380023,21075
0.03564765458422178,0.6582798547428101,21080
0.029121979583925556,0.7030266658027434,21095
-0.16308602852083134,0.1564901039201506,21100
0.029689234184239733,0.6983944852311097,21105
-0.007929947170098036,0.9724015062398519,22025
0.005266431265548501,0.8744126833146976,23010
-0.15212516691441383,0.18870138468968245,23030
-0.07834895792980555,0.5324878705077529,23040
-0.0794468133708977,0.5257651305941708,23045
-0.09156466827785141,0.45454875739226996,23070
-0.15828348973909454,0.17004942401706546,23080
0.09972580141780729,0.2975154348368739,23090
-0.0678375228899617,0.598976865735011,24005
