FDID,RESPONSE_TIME,FIRE_CLEARANCE_TIME
1005,5.0,34.0
1005,6.0,135.0
1005,5.0,22.0
1005,2.0,24.0
1005,6.0,4.0
1005,4.0,3.0
1005,5.0,1.0
1005,6.0,6.0
1005,0.0,26.0
1005,5.0,5.0
1005,6.0,14.0
1005,3.0,32.0
1005,7.0,12.0
1005,4.0,45.0
1005,5.0,38.0
1005,5.0,41.0
1005,4.0,6.0
1005,6.0,12.0
1005,4.0,15.0
1005,2.0,36.0
1005,7.0,7.0
1005,6.0,2.0
1005,12.0,30.0
1005,2.0,17.0
1005,2.0,16.0
1005,5.0,31.0
1005,4.0,9.0
1005,4.0,60.0
1005,2.0,9.0
1005,6.0,13.0
1005,5.0,4.0
1005,6.0,189.0
1005,6.0,6.0
1005,5.0,33.0
1005,5.0,64.0
1005,7.0,14.0
1005,6.0,27.0
1005,6.0,48.0
1005,5.0,6.0
1005,6.0,7.0
1005,9.0,40.0
1005,4.0,3.0
1005,7.0,44.0
1005,4.0,8.0
1005,3.0,13.0
1005,4.0,29.0
1005,4.0,45.0
1005,4.0,13.0
1005,3.0,203.0
1005,5.0,16.0
1005,3.0,18.0
1005,8.0,8.0
1005,5.0,5.0
1005,5.0,29.0
1005,4.0,7.0
1005,5.0,17.0
1005,3.0,35.0
1005,4.0,8.0
1005,7.0,54.0
1005,3.0,8.0
1005,6.0,26.0
1005,5.0,17.0
1005,6.0,6.0
1005,4.0,24.0
1005,5.0,50.0
1005,3.0,36.0
1005,8.0,6.0
1005,3.0,2.0
1005,8.0,0.0
1005,5.0,19.0
1005,7.0,49.0
1005,2.0,256.0
1005,5.0,73.0
1005,4.0,3.0
1005,8.0,68.0
1005,7.0,11.0
1005,3.0,23.0
1005,16.0,15.0
1005,5.0,6.0
1005,3.0,35.0
1005,6.0,3.0
1005,3.0,9.0
1005,3.0,60.0
1005,6.0,39.0
1005,5.0,10.0
1005,10.0,20.0
1005,4.0,4.0
1005,4.0,43.0
1005,7.0,5.0
1005,6.0,23.0
1005,1.0,10.0
1005,7.0,2.0
1005,6.0,29.0
1005,1.0,30.0
1005,2.0,60.0
1005,5.0,44.0
1005,5.0,7.0
1005,11.0,47.0
1005,4.0,110.0
1005,4.0,27.0
1005,4.0,12.0
1005,4.0,100.0
1005,5.0,89.0
1005,5.0,7.0
1005,5.0,72.0
1005,4.0,29.0
1005,0.0,5.0
1005,3.0,47.0
1005,6.0,9.0
1005,1.0,13.0
1005,4.0,24.0
1005,2.0,1.0
1005,3.0,7.0
1005,5.0,25.0
1005,7.0,26.0
1005,3.0,15.0
1005,6.0,11.0
1005,3.0,59.0
1005,4.0,12.0
1005,3.0,18.0
1005,3.0,9.0
1005,5.0,16.0
1005,5.0,27.0
1005,9.0,3.0
1005,4.0,4.0
1005,3.0,3.0
1005,8.0,3.0
1005,5.0,1.0
1005,4.0,142.0
1005,5.0,101.0
1005,5.0,43.0
1005,0.0,19.0
1005,7.0,52.0
1005,5.0,3.0
1005,4.0,7.0
1005,5.0,104.0
1005,10.0,44.0
1005,5.0,30.0
1005,2.0,11.0
1005,3.0,3.0
1005,7.0,20.0
1005,4.0,10.0
1005,3.0,5.0
1005,3.0,110.0
1005,1.0,7.0
1005,3.0,4.0
1005,4.0,7.0
1005,8.0,12.0
1005,6.0,20.0
1005,5.0,10.0
1005,8.0,14.0
1005,9.0,0.0
1005,5.0,5.0
1005,5.0,32.0
1005,4.0,2.0
1005,4.0,1.0
1005,2.0,10.0
1005,4.0,19.0
1005,6.0,15.0
1005,6.0,8.0
1005,3.0,14.0
1005,2.0,26.0
1005,6.0,13.0
1005,7.0,1.0
1005,6.0,35.0
1005,6.0,35.0
1005,4.0,9.0
1005,7.0,7.0
1005,3.0,106.0
1005,8.0,62.0
1005,5.0,40.0
1005,4.0,29.0
1005,8.0,13.0
1005,6.0,18.0
1005,5.0,4.0
1005,7.0,14.0
1005,5.0,51.0
1005,8.0,6.0
1005,5.0,13.0
1005,5.0,20.0
1005,6.0,25.0
1005,9.0,5.0
1005,5.0,5.0
1005,3.0,5.0
1005,4.0,11.0
1005,4.0,44.0
1005,5.0,15.0
1005,5.0,104.0
1005,4.0,53.0
1005,9.0,0.0
1005,3.0,82.0
1005,5.0,25.0
1008,5.0,1.0
1008,4.0,4.0
1008,5.0,10.0
1008,3.0,4.0
1008,4.0,11.0
1008,6.0,15.0
1008,4.0,177.0
1008,7.0,10.0
1008,5.0,4.0
1008,5.0,8.0
1008,4.0,3.0
1008,5.0,13.0
1008,9.0,1.0
1008,4.0,24.0
1008,5.0,8.0
1008,4.0,43.0
1008,7.0,0.0
1008,7.0,1.0
1008,6.0,28.0
1008,12.0,19.0
1008,4.0,17.0
1008,6.0,54.0
1008,4.0,30.0
1008,2.0,38.0
1008,7.0,72.0
1008,6.0,55.0
1008,5.0,3.0
1008,18.0,0.0
1008,5.0,1.0
1008,3.0,21.0
1008,26.0,1.0
1008,5.0,7.0
1008,9.0,5.0
1008,5.0,5.0
1008,5.0,9.0
1008,3.0,6.0
1008,3.0,2.0
1008,8.0,28.0
1008,7.0,37.0
1008,5.0,60.0
1008,4.0,14.0
1008,4.0,19.0
1008,5.0,23.0
1008,0.0,2.0
1008,4.0,93.0
1008,3.0,43.0
1008,4.0,45.0
1008,4.0,11.0
1008,4.0,35.0
1008,6.0,35.0
1008,7.0,4.0
1008,6.0,22.0
1008,4.0,36.0
1008,4.0,58.0
1008,3.0,47.0
1008,8.0,8.0
1008,4.0,13.0
1008,2.0,4.0
1008,3.0,6.0
1008,5.0,15.0
1008,5.0,446.0
1008,7.0,5.0
1008,5.0,11.0
1008,4.0,6.0
1008,3.0,41.0
1008,5.0,14.0
1008,4.0,10.0
1008,1.0,11.0
1008,3.0,41.0
1008,4.0,27.0
1008,4.0,53.0
1008,7.0,5.0
1008,4.0,3.0
1008,6.0,156.0
1008,3.0,45.0
1008,15.0,4.0
1008,9.0,74.0
1008,4.0,16.0
1008,5.0,3.0
1008,6.0,42.0
1008,4.0,163.0
1008,10.0,4.0
1008,5.0,5.0
1008,6.0,3.0
1008,5.0,1.0
1008,4.0,5.0
1008,7.0,7.0
1008,4.0,6.0
1008,3.0,1.0
1008,1.0,12.0
1008,13.0,19.0
1008,6.0,11.0
1008,2.0,3.0
1008,6.0,0.0
1008,2.0,7.0
1008,6.0,7.0
1008,4.0,7.0
1008,7.0,0.0
1008,3.0,105.0
1008,3.0,3.0
1008,3.0,56.0
1008,4.0,5.0
1008,8.0,2.0
1008,3.0,4.0
1008,4.0,2.0
1008,6.0,7.0
1008,8.0,0.0
1008,4.0,26.0
1008,9.0,0.0
1008,7.0,11.0
1008,5.0,0.0
1008,9.0,35.0
1008,6.0,7.0
1008,4.0,2.0
1008,5.0,15.0
1008,5.0,11.0
1008,1.0,2.0
1008,6.0,50.0
1008,4.0,27.0
1008,2.0,12.0
1008,9.0,26.0
1008,8.0,35.0
1008,6.0,6.0
1008,3.0,7.0
1008,6.0,7.0
1008,4.0,19.0
1008,3.0,2.0
1008,4.0,1.0
1008,4.0,7.0
1008,5.0,7.0
1008,3.0,2.0
1008,6.0,43.0
1008,7.0,35.0
1008,8.0,2.0
1008,6.0,3.0
1008,4.0,8.0
1008,4.0,10.0
1008,5.0,61.0
1008,5.0,3.0
1008,4.0,7.0
1008,9.0,12.0
1008,4.0,13.0
1008,6.0,26.0
1008,7.0,8.0
1008,6.0,3.0
1008,4.0,10.0
1008,6.0,27.0
1008,0.0,4.0
1008,4.0,2.0
1008,4.0,9.0
1008,3.0,13.0
1008,4.0,3.0
1008,4.0,6.0
1008,13.0,10.0
1008,3.0,9.0
1008,7.0,6.0
1008,5.0,12.0
1008,5.0,11.0
1008,6.0,11.0
1008,5.0,11.0
1008,2.0,17.0
1008,7.0,91.0
1008,4.0,17.0
1008,5.0,12.0
1008,6.0,12.0
1008,5.0,0.0
1008,8.0,69.0
1008,3.0,3.0
1008,11.0,0.0
1008,13.0,48.0
1008,4.0,147.0
1008,5.0,44.0
1008,4.0,4.0
1008,2.0,2.0
1008,5.0,14.0
1008,6.0,19.0
1008,3.0,43.0
1008,5.0,33.0
1008,10.0,2.0
1008,9.0,27.0
1008,6.0,4.0
1008,4.0,10.0
1008,5.0,11.0
1008,4.0,32.0
1008,3.0,60.0
1008,5.0,10.0
1008,4.0,84.0
1008,6.0,16.0
1008,4.0,7.0
1008,9.0,14.0
1008,5.0,13.0
1008,3.0,17.0
1008,3.0,16.0
1008,6.0,15.0
1008,4.0,36.0
1008,2.0,32.0
1008,4.0,13.0
1008,5.0,24.0
1008,7.0,22.0
1008,5.0,6.0
1008,9.0,13.0
1008,7.0,7.0
1008,3.0,10.0
1008,13.0,8.0
1008,10.0,9.0
1008,5.0,201.0
1008,4.0,32.0
1008,9.0,1.0
1008,4.0,14.0
1008,7.0,11.0
1008,5.0,8.0
1008,2.0,19.0
1008,3.0,10.0
1008,4.0,8.0
1008,6.0,74.0
1008,7.0,5.0
1008,6.0,18.0
1008,4.0,35.0
1008,6.0,19.0
1008,3.0,20.0
1008,5.0,113.0
1008,7.0,4.0
1008,2.0,2.0
1008,4.0,21.0
1008,16.0,4.0
1008,5.0,22.0
1008,6.0,45.0
1008,3.0,11.0
1008,5.0,43.0
1008,5.0,23.0
1008,3.0,9.0
1008,5.0,7.0
1008,7.0,32.0
1008,4.0,7.0
1008,10.0,9.0
1008,4.0,5.0
1008,4.0,14.0
1008,9.0,36.0
1008,4.0,52.0
1008,5.0,6.0
1008,4.0,16.0
1008,5.0,22.0
1008,4.0,32.0
1008,5.0,57.0
1008,6.0,6.0
1008,5.0,13.0
1008,4.0,80.0
1008,4.0,8.0
1008,4.0,19.0
1008,4.0,8.0
1008,3.0,7.0
1008,8.0,8.0
1008,10.0,31.0
1008,5.0,19.0
1008,3.0,24.0
1008,6.0,6.0
1008,6.0,13.0
1008,9.0,4.0
1008,4.0,13.0
1008,5.0,34.0
1008,4.0,8.0
1008,5.0,9.0
1008,4.0,15.0
1008,3.0,3.0
1008,5.0,26.0
1008,5.0,2.0
1008,3.0,1.0
1008,4.0,5.0
1008,5.0,12.0
1008,8.0,18.0
1008,2.0,4.0
1008,6.0,4.0
1008,6.0,5.0
1008,3.0,3.0
1008,6.0,5.0
1008,1.0,10.0
1008,5.0,63.0
1008,5.0,45.0
1008,5.0,20.0
1008,6.0,10.0
1008,4.0,8.0
1008,4.0,2.0
1008,5.0,100.0
1008,6.0,1.0
1008,2.0,10.0
1008,0.0,21.0
1008,5.0,4.0
1008,5.0,1.0
1008,4.0,6.0
1008,2.0,15.0
1008,3.0,6.0
1008,4.0,30.0
1008,7.0,14.0
1008,5.0,9.0
1008,3.0,20.0
1008,5.0,2.0
1008,3.0,120.0
1008,5.0,8.0
1008,3.0,86.0
1008,3.0,55.0
1008,5.0,9.0
1008,6.0,42.0
1008,9.0,13.0
1008,10.0,10.0
1008,5.0,17.0
1008,4.0,46.0
1008,4.0,11.0
1008,3.0,11.0
1008,7.0,10.0
1008,8.0,636.0
1008,4.0,43.0
1008,13.0,68.0
1008,4.0,45.0
1008,11.0,4.0
1008,2.0,4.0
1008,4.0,6.0
1008,3.0,19.0
1008,10.0,531.0
1008,4.0,73.0
1008,1.0,72.0
1008,1.0,14.0
1008,2.0,5.0
1008,4.0,80.0
1008,4.0,9.0
1008,4.0,3.0
1008,5.0,46.0
1008,8.0,32.0
1008,3.0,15.0
1008,12.0,84.0
1008,7.0,6.0
1008,6.0,5.0
1008,4.0,5.0
1008,4.0,6.0
1008,4.0,75.0
1008,3.0,4.0
1008,11.0,103.0
1008,5.0,11.0
1008,10.0,18.0
1008,13.0,79.0
1008,3.0,24.0
1008,2.0,23.0
1008,3.0,51.0
1008,5.0,2.0
1008,5.0,141.0
1008,18.0,216.0
1008,6.0,22.0
1008,4.0,16.0
1008,4.0,34.0
1008,7.0,61.0
1008,4.0,17.0
1008,20.0,213.0
1008,5.0,61.0
1008,5.0,15.0
1008,4.0,12.0
1008,4.0,4.0
1008,4.0,11.0
1008,7.0,45.0
1008,4.0,5.0
1008,10.0,27.0
1008,4.0,114.0
1008,7.0,15.0
1008,3.0,23.0
1008,6.0,302.0
1008,2.0,41.0
1008,5.0,6.0
1008,3.0,2.0
1008,4.0,7.0
1008,3.0,52.0
1008,4.0,7.0
1008,6.0,13.0
1008,5.0,9.0
1008,0.0,28.0
1008,4.0,82.0
1008,6.0,31.0
1008,4.0,57.0
1008,1.0,22.0
1008,4.0,6.0
1008,10.0,41.0
1008,4.0,6.0
1008,5.0,154.0
1008,6.0,5.0
1008,5.0,29.0
1008,7.0,34.0
1008,3.0,15.0
1008,7.0,11.0
1008,4.0,5.0
1008,5.0,19.0
1008,5.0,7.0
1008,4.0,9.0
1008,6.0,12.0
1008,2.0,8.0
1008,3.0,10.0
1008,3.0,10.0
1008,17.0,7.0
1008,4.0,15.0
1008,7.0,25.0
1008,3.0,9.0
1008,6.0,2.0
1008,2.0,2.0
1008,6.0,3.0
1008,4.0,33.0
1008,4.0,3.0
1008,6.0,58.0
1008,3.0,37.0
1008,13.0,38.0
1008,3.0,31.0
1008,5.0,13.0
1008,3.0,119.0
1008,4.0,10.0
1008,2.0,523.0
1008,6.0,3.0
1008,6.0,37.0
1008,4.0,3.0
1008,2.0,5.0
1008,5.0,60.0
1008,5.0,5.0
1008,3.0,13.0
1008,1.0,1.0
1008,3.0,14.0
1008,7.0,31.0
1008,5.0,4.0
1008,5.0,9.0
1008,6.0,15.0
1008,6.0,1.0
1008,3.0,3.0
1008,9.0,62.0
1008,4.0,10.0
1008,6.0,50.0
1008,3.0,8.0
1008,8.0,27.0
1008,9.0,49.0
1008,4.0,41.0
1008,4.0,23.0
1008,1.0,31.0
1008,7.0,204.0
1008,4.0,29.0
1008,3.0,10.0
1008,1.0,58.0
1008,4.0,4.0
1008,4.0,33.0
1008,4.0,17.0
1008,5.0,251.0
1008,4.0,9.0
1008,5.0,6.0
1008,2.0,42.0
1008,13.0,72.0
1008,7.0,3.0
1008,0.0,394.0
1008,14.0,112.0
1008,0.0,7.0
1008,9.0,35.0
1008,12.0,206.0
1008,4.0,30.0
1008,4.0,5.0
1008,9.0,51.0
1008,5.0,35.0
1008,6.0,33.0
1008,1.0,46.0
1008,5.0,13.0
1008,8.0,3.0
1008,8.0,6.0
1008,7.0,22.0
1008,7.0,4.0
1008,9.0,63.0
1008,7.0,342.0
1008,5.0,24.0
1008,2.0,10.0
1008,3.0,28.0
1008,4.0,117.0
1008,17.0,32.0
1008,0.0,12.0
1008,2.0,55.0
1008,4.0,10.0
1008,13.0,24.0
1008,5.0,14.0
1008,32.0,18.0
1008,5.0,6.0
1008,2.0,48.0
1008,2.0,14.0
1008,4.0,7.0
1008,17.0,117.0
1008,5.0,8.0
1008,6.0,3.0
1008,7.0,21.0
1008,5.0,29.0
1008,5.0,75.0
1008,6.0,15.0
1008,6.0,4.0
1008,4.0,15.0
1008,17.0,136.0
1008,17.0,136.0
1008,4.0,3.0
1008,5.0,19.0
1008,6.0,4.0
1008,0.0,27.0
1008,5.0,5.0
1008,2.0,13.0
1008,1.0,7.0
1008,3.0,8.0
1008,5.0,13.0
1008,5.0,4.0
1008,22.0,113.0
1008,15.0,96.0
1008,4.0,20.0
1008,24.0,14.0
1008,6.0,3.0
1008,2.0,4.0
1008,5.0,32.0
1008,6.0,4.0
1008,5.0,58.0
1008,6.0,1.0
1008,5.0,254.0
1008,5.0,14.0
1008,5.0,3.0
1008,7.0,24.0
1008,8.0,72.0
1008,4.0,13.0
1008,4.0,4.0
1008,5.0,7.0
1008,6.0,0.0
1008,12.0,20.0
1008,4.0,56.0
1008,12.0,13.0
1008,9.0,60.0
1008,4.0,9.0
1008,9.0,46.0
1008,0.0,19.0
1008,6.0,1.0
1008,3.0,20.0
1008,5.0,14.0
1008,6.0,15.0
1008,3.0,27.0
1008,11.0,13.0
1008,6.0,16.0
1008,8.0,0.0
1008,3.0,10.0
1008,3.0,32.0
1008,4.0,12.0
1008,18.0,218.0
1008,5.0,4.0
1008,5.0,39.0
1008,16.0,96.0
1008,7.0,40.0
1008,4.0,56.0
1008,6.0,55.0
1008,5.0,63.0
1008,4.0,42.0
1008,4.0,6.0
1008,6.0,10.0
1008,6.0,4.0
1008,10.0,57.0
1008,4.0,69.0
1008,8.0,96.0
1008,4.0,33.0
1008,3.0,18.0
1008,7.0,1.0
1008,10.0,20.0
1008,7.0,9.0
1008,6.0,16.0
1008,14.0,28.0
1008,4.0,5.0
1008,5.0,5.0
1008,5.0,6.0
1008,6.0,71.0
1008,5.0,64.0
1008,5.0,7.0
1008,7.0,19.0
1008,5.0,10.0
1008,8.0,14.0
1008,3.0,21.0
1008,7.0,352.0
1008,7.0,12.0
1008,6.0,11.0
1008,5.0,21.0
1008,7.0,58.0
1008,6.0,8.0
1008,5.0,165.0
1008,4.0,201.0
1008,6.0,107.0
1008,6.0,24.0
1008,2.0,7.0
1008,6.0,6.0
1008,5.0,2.0
1008,4.0,224.0
1008,19.0,25.0
1008,10.0,37.0
1008,2.0,50.0
1008,12.0,125.0
1008,6.0,16.0
1008,11.0,61.0
1008,5.0,102.0
1008,10.0,83.0
1008,3.0,194.0
1008,9.0,40.0
1008,6.0,18.0
1008,6.0,6.0
1008,6.0,33.0
1008,4.0,22.0
1008,7.0,17.0
1008,6.0,9.0
1008,5.0,56.0
1008,2.0,125.0
1008,3.0,4.0
1008,7.0,41.0
1008,4.0,4.0
1008,6.0,13.0
1008,6.0,12.0
1008,4.0,18.0
1008,3.0,4.0
1008,5.0,64.0
1008,7.0,10.0
1008,5.0,6.0
1008,5.0,7.0
1008,13.0,27.0
1008,5.0,160.0
1008,3.0,11.0
1008,4.0,75.0
1008,2.0,43.0
1008,7.0,18.0
1008,6.0,47.0
1008,7.0,1.0
1008,2.0,259.0
1008,6.0,13.0
1008,5.0,7.0
1008,20.0,89.0
1008,7.0,25.0
1008,6.0,18.0
1008,6.0,26.0
1008,7.0,30.0
1008,4.0,59.0
1008,2.0,5.0
1008,0.0,22.0
1008,5.0,10.0
1008,8.0,11.0
1008,2.0,24.0
1008,7.0,50.0
1008,6.0,38.0
1008,14.0,58.0
1008,3.0,26.0
1008,5.0,67.0
1008,5.0,25.0
1008,3.0,2.0
1008,12.0,282.0
1008,4.0,8.0
1008,4.0,10.0
1008,4.0,28.0
1008,4.0,13.0
1008,3.0,72.0
1008,8.0,10.0
1008,2.0,9.0
1008,7.0,74.0
1008,6.0,9.0
1008,8.0,54.0
1008,3.0,49.0
1008,1.0,9.0
1008,6.0,13.0
1008,4.0,61.0
1008,8.0,102.0
1008,5.0,6.0
1008,7.0,29.0
1008,9.0,1.0
1008,7.0,51.0
1008,11.0,39.0
1008,7.0,245.0
1008,17.0,2.0
1008,4.0,9.0
1008,3.0,4.0
1008,4.0,39.0
1008,5.0,7.0
1008,4.0,3.0
1008,7.0,292.0
1008,7.0,36.0
1008,17.0,434.0
1008,8.0,150.0
1008,8.0,27.0
1008,3.0,12.0
1008,4.0,58.0
1008,3.0,3.0
1008,4.0,6.0
1008,4.0,27.0
1008,0.0,38.0
1008,5.0,65.0
1008,6.0,17.0
1008,3.0,31.0
1008,5.0,11.0
1008,4.0,8.0
1008,3.0,16.0
1008,3.0,9.0
1008,6.0,12.0
1008,7.0,0.0
1008,9.0,21.0
1008,2.0,8.0
1008,11.0,45.0
1008,8.0,10.0
1008,2.0,6.0
1008,8.0,2.0
1008,4.0,7.0
1008,19.0,152.0
1008,8.0,251.0
1008,14.0,0.0
1008,7.0,8.0
1008,6.0,6.0
1008,13.0,435.0
1008,12.0,187.0
1008,7.0,6.0
1008,3.0,29.0
1008,6.0,19.0
1008,5.0,13.0
1008,6.0,117.0
1008,6.0,26.0
1008,6.0,85.0
1008,6.0,15.0
1008,4.0,41.0
1008,5.0,17.0
1008,6.0,9.0
1008,5.0,51.0
1008,9.0,300.0
1008,11.0,25.0
1008,6.0,23.0
1008,5.0,10.0
1008,4.0,48.0
1008,5.0,76.0
1008,4.0,60.0
1008,3.0,16.0
1008,4.0,33.0
1008,4.0,14.0
1008,4.0,11.0
1008,3.0,7.0
1008,5.0,35.0
1008,6.0,15.0
1008,5.0,5.0
1008,3.0,1.0
1008,0.0,10.0
1008,7.0,3.0
1008,5.0,43.0
1008,15.0,140.0
1008,3.0,63.0
1008,3.0,203.0
1008,4.0,203.0
1008,8.0,36.0
1008,9.0,291.0
1008,3.0,5.0
1008,11.0,242.0
1008,5.0,80.0
1008,4.0,3.0
1008,7.0,16.0
1008,4.0,2.0
1008,6.0,45.0
1008,5.0,27.0
1008,6.0,7.0
1008,6.0,20.0
1008,5.0,56.0
1008,0.0,25.0
1008,7.0,6.0
1008,5.0,29.0
1008,4.0,16.0
1008,11.0,8.0
1008,4.0,2.0
1008,17.0,27.0
1008,9.0,75.0
1008,4.0,8.0
1008,3.0,3.0
1008,3.0,15.0
1008,4.0,11.0
1008,2.0,21.0
1008,14.0,148.0
1008,3.0,11.0
1008,5.0,4.0
1008,7.0,9.0
1008,10.0,87.0
1008,6.0,7.0
1008,8.0,38.0
1008,7.0,4.0
1008,18.0,19.0
1008,7.0,67.0
1008,5.0,78.0
1008,4.0,15.0
1008,7.0,0.0
1008,3.0,2.0
1008,2.0,2.0
1008,2.0,6.0
1008,4.0,47.0
1008,4.0,71.0
1008,8.0,1962.0
1008,2.0,97.0
1008,5.0,18.0
1008,5.0,128.0
1008,5.0,3.0
1008,12.0,9.0
1008,4.0,31.0
1008,5.0,59.0
1008,11.0,80.0
1008,4.0,148.0
1008,7.0,3.0
1008,7.0,26.0
1008,8.0,5.0
1008,5.0,11.0
1008,5.0,126.0
1008,22.0,238.0
1008,6.0,71.0
1008,3.0,59.0
1008,12.0,82.0
1008,9.0,0.0
1008,10.0,556.0
1008,8.0,106.0
1008,7.0,64.0
1008,5.0,75.0
1008,5.0,7.0
1008,3.0,22.0
1008,6.0,41.0
1008,2.0,28.0
1008,4.0,28.0
1008,6.0,7.0
1008,5.0,3.0
1008,3.0,62.0
1008,5.0,58.0
1008,8.0,131.0
1008,4.0,4.0
1008,7.0,52.0
1008,5.0,17.0
1008,3.0,70.0
1008,5.0,22.0
1008,5.0,30.0
1008,4.0,65.0
1008,9.0,499.0
1008,4.0,4.0
1008,7.0,12.0
1008,9.0,57.0
1008,13.0,36.0
1008,7.0,8.0
1008,6.0,15.0
1008,9.0,67.0
1008,20.0,19.0
1008,1.0,18.0
1008,4.0,23.0
1008,2.0,20.0
1008,4.0,51.0
1008,7.0,4.0
1008,5.0,8.0
1008,5.0,11.0
1008,0.0,37.0
1008,6.0,39.0
1008,5.0,58.0
1008,6.0,43.0
1008,7.0,75.0
1008,22.0,70.0
1008,18.0,99.0
1008,5.0,6.0
1008,22.0,207.0
1008,6.0,5.0
1008,6.0,21.0
1008,5.0,5.0
1008,4.0,47.0
1008,4.0,30.0
1008,4.0,4.0
1008,2.0,20.0
1008,25.0,66.0
1008,9.0,14.0
1008,4.0,19.0
1008,5.0,12.0
1008,5.0,11.0
1008,5.0,135.0
1008,9.0,70.0
1008,8.0,36.0
1008,4.0,12.0
1008,18.0,7.0
1008,6.0,136.0
1008,5.0,28.0
1008,15.0,535.0
1008,3.0,6.0
1008,10.0,41.0
1008,8.0,761.0
1008,11.0,675.0
1008,2.0,1308.0
1008,3.0,7.0
1008,8.0,51.0
1008,8.0,30.0
1008,80.0,5630.0
1008,5.0,15.0
1008,6.0,4.0
1008,3.0,253.0
1008,6.0,4.0
1008,5.0,20.0
1008,5.0,4.0
1008,9.0,31.0
1008,36.0,370.0
1008,12.0,6.0
1008,7.0,0.0
1008,10.0,33.0
1008,4.0,38.0
1008,4.0,180.0
1008,6.0,29.0
1008,20.0,198.0
1008,14.0,9.0
1008,8.0,39.0
1008,38.0,493.0
1008,5.0,6.0
1008,2.0,8.0
1008,4.0,66.0
1008,6.0,4.0
1008,4.0,20.0
1008,5.0,14.0
1008,5.0,5.0
1008,5.0,4.0
1008,4.0,15.0
1008,8.0,417.0
1008,10.0,18.0
1008,6.0,16.0
1008,1.0,49.0
1008,4.0,5.0
1008,4.0,8.0
1008,7.0,94.0
1008,10.0,24.0
1008,6.0,24.0
1008,8.0,9.0
1008,13.0,28.0
1008,4.0,4.0
1008,5.0,28.0
1008,2.0,4.0
1008,1.0,28.0
1008,7.0,5.0
1008,7.0,7.0
1008,4.0,2.0
1008,7.0,16.0
1008,14.0,34.0
1008,6.0,1.0
1008,11.0,38.0
1008,4.0,1.0
1008,5.0,28.0
1008,4.0,6.0
1008,13.0,1.0
1008,5.0,49.0
1008,3.0,36.0
1008,7.0,60.0
1008,7.0,11.0
1008,13.0,106.0
1008,6.0,63.0
1008,2.0,3.0
1008,4.0,7.0
1008,4.0,38.0
1008,9.0,25.0
1008,7.0,140.0
1008,10.0,6.0
1008,7.0,126.0
1008,4.0,55.0
1008,5.0,27.0
1008,7.0,9.0
1008,7.0,4.0
1008,7.0,3.0
1008,46.0,20.0
1008,13.0,166.0
1008,5.0,9.0
1008,6.0,32.0
1008,3.0,6.0
1008,3.0,47.0
1008,4.0,59.0
1008,6.0,26.0
1008,13.0,34.0
1008,6.0,23.0
1008,4.0,2.0
1008,6.0,32.0
1008,5.0,27.0
1008,12.0,48.0
1008,4.0,42.0
1008,7.0,40.0
1008,7.0,2.0
1008,4.0,14.0
1008,6.0,57.0
1008,6.0,14.0
1008,5.0,9.0
1008,5.0,3.0
1008,4.0,15.0
1008,6.0,6.0
1008,5.0,25.0
1008,5.0,20.0
1008,6.0,35.0
1008,3.0,4.0
1008,6.0,26.0
1008,6.0,4.0
1008,4.0,34.0
1008,4.0,52.0
1008,5.0,38.0
1008,5.0,29.0
1008,4.0,5.0
1008,4.0,20.0
1008,8.0,5.0
1008,5.0,42.0
1008,4.0,14.0
1008,4.0,11.0
1008,4.0,16.0
1008,15.0,164.0
1008,5.0,116.0
1008,16.0,90.0
1008,8.0,96.0
1008,10.0,30.0
1008,9.0,167.0
1008,0.0,24.0
1008,2.0,45.0
1008,6.0,10.0
1008,8.0,7.0
1008,6.0,28.0
1008,4.0,54.0
1008,5.0,22.0
1008,4.0,66.0
1008,4.0,11.0
1008,3.0,10.0
1008,5.0,0.0
1008,3.0,5.0
1008,6.0,25.0
1008,6.0,37.0
1008,6.0,27.0
1008,8.0,20.0
1008,3.0,29.0
1008,4.0,2.0
1008,4.0,26.0
1008,4.0,20.0
1008,5.0,5.0
1008,4.0,11.0
1008,5.0,6.0
1008,6.0,2.0
1008,6.0,19.0
1008,5.0,9.0
1008,5.0,70.0
1008,5.0,74.0
1008,8.0,44.0
1008,3.0,23.0
1008,5.0,38.0
1008,4.0,12.0
1008,6.0,21.0
1008,4.0,2.0
1008,10.0,232.0
1008,7.0,8.0
1008,3.0,13.0
1008,4.0,15.0
1008,4.0,6.0
1008,14.0,27.0
1008,4.0,4.0
1008,7.0,33.0
1008,4.0,7.0
1008,4.0,7.0
1008,4.0,9.0
1008,3.0,61.0
1008,4.0,6.0
1008,5.0,24.0
1008,5.0,26.0
1008,8.0,4.0
1008,11.0,58.0
1008,6.0,9.0
1008,12.0,94.0
1008,6.0,15.0
1008,6.0,12.0
1008,3.0,18.0
1008,6.0,80.0
1008,5.0,13.0
1008,4.0,45.0
1008,4.0,22.0
1008,10.0,32.0
1008,7.0,7.0
1008,4.0,7.0
1008,7.0,21.0
1008,5.0,15.0
1008,5.0,11.0
1008,14.0,8.0
1008,5.0,7.0
1008,11.0,73.0
1008,4.0,50.0
1008,17.0,65.0
1008,7.0,79.0
1008,4.0,28.0
1008,7.0,19.0
1008,3.0,15.0
1008,8.0,22.0
1008,4.0,25.0
1008,2.0,24.0
1008,3.0,1.0
1008,1.0,37.0
1008,3.0,17.0
