FDID,RESPONSE_TIME,FIRE_CLEARANCE_TIME
10030,8.0,17.0
10030,6.0,5.0
10030,15.0,61.0
10030,8.0,3.0
10030,6.0,86.0
10030,7.0,8.0
10030,3.0,7.0
10030,8.0,36.0
10030,46.0,212.0
10030,8.0,7.0
10030,5.0,85.0
10030,8.0,187.0
10030,3.0,33.0
10030,6.0,19.0
10030,10.0,5.0
10030,10.0,5.0
10030,20.0,37.0
10030,11.0,148.0
10030,8.0,30.0
10030,0.0,14.0
10030,6.0,23.0
10030,6.0,40.0
10030,5.0,5.0
10030,7.0,6.0
10030,5.0,2.0
10030,6.0,16.0
10030,8.0,35.0
10030,7.0,37.0
10030,6.0,25.0
10030,7.0,18.0
10030,5.0,12.0
10030,5.0,12.0
10030,6.0,30.0
10030,4.0,8.0
10030,0.0,65.0
10030,9.0,9.0
10030,5.0,62.0
10030,6.0,11.0
10030,2.0,28.0
10030,8.0,97.0
10030,7.0,7.0
10030,4.0,142.0
10030,5.0,7.0
10030,5.0,136.0
10030,16.0,235.0
10030,5.0,180.0
10030,6.0,13.0
10030,7.0,5.0
10030,8.0,8.0
10030,6.0,7.0
10030,9.0,0.0
10030,5.0,18.0
10030,1.0,6.0
10030,8.0,24.0
10030,4.0,1.0
10030,5.0,10.0
10030,7.0,3.0
10030,6.0,331.0
10030,12.0,28.0
10030,6.0,30.0
10030,7.0,36.0
10030,5.0,53.0
10030,6.0,18.0
10030,6.0,2.0
10030,5.0,43.0
10030,6.0,8.0
10030,5.0,13.0
10030,5.0,25.0
10030,4.0,16.0
10030,5.0,6.0
10030,6.0,78.0
10030,5.0,4.0
10030,6.0,119.0
10030,5.0,98.0
10030,15.0,1.0
10030,35.0,32.0
10030,21.0,13.0
10030,8.0,26.0
10030,5.0,43.0
10030,4.0,5.0
10030,5.0,3.0
10030,7.0,11.0
10030,4.0,4.0
10030,6.0,32.0
10030,4.0,8.0
10030,4.0,17.0
10030,5.0,5.0
10030,4.0,5.0
10030,3.0,41.0
10030,7.0,17.0
10030,8.0,10.0
10030,4.0,3.0
10030,8.0,6.0
10030,5.0,7.0
10030,8.0,20.0
10030,5.0,30.0
10030,6.0,13.0
10030,5.0,5.0
10030,8.0,21.0
10030,5.0,31.0
10030,4.0,17.0
10030,6.0,6.0
10030,5.0,1.0
10030,5.0,37.0
10030,5.0,30.0
10030,5.0,9.0
10030,7.0,40.0
10030,7.0,11.0
10030,5.0,47.0
10030,7.0,23.0
10030,5.0,6.0
10030,6.0,19.0
10030,3.0,5.0
10030,9.0,16.0
10030,4.0,2.0
10030,5.0,7.0
10030,4.0,12.0
10030,7.0,21.0
10030,5.0,43.0
10030,6.0,23.0
10030,5.0,16.0
10030,7.0,30.0
10030,6.0,179.0
10030,5.0,4.0
10030,6.0,6.0
10030,5.0,10.0
10030,4.0,18.0
10030,6.0,4.0
10030,7.0,20.0
10030,15.0,3.0
10030,5.0,31.0
10030,13.0,43.0
10030,2.0,22.0
10030,7.0,4.0
10030,29.0,129.0
10030,6.0,7.0
10030,9.0,36.0
10030,8.0,8.0
10030,5.0,16.0
10030,8.0,20.0
10030,6.0,1.0
10030,7.0,13.0
10030,4.0,84.0
10030,9.0,9.0
10030,0.0,16.0
10030,3.0,4.0
10030,8.0,16.0
10030,5.0,15.0
10030,4.0,47.0
10030,6.0,40.0
10030,5.0,6.0
10030,5.0,40.0
10030,4.0,12.0
10030,1.0,19.0
10030,6.0,14.0
10030,5.0,18.0
10030,7.0,10.0
10030,6.0,67.0
10030,6.0,39.0
10030,5.0,84.0
10030,6.0,40.0
10030,1.0,3.0
10030,6.0,13.0
10030,8.0,11.0
10030,6.0,19.0
10030,5.0,60.0
10030,6.0,3.0
10030,8.0,7.0
10030,9.0,29.0
10030,5.0,267.0
10030,7.0,52.0
10030,4.0,5.0
10030,0.0,109.0
10030,6.0,51.0
10030,5.0,7.0
10030,6.0,22.0
10030,7.0,6.0
10030,5.0,10.0
10030,8.0,33.0
10030,8.0,15.0
10030,3.0,7.0
10030,8.0,5.0
10030,3.0,14.0
10030,5.0,1.0
10030,6.0,6.0
10030,3.0,13.0
10030,5.0,13.0
10030,5.0,42.0
10030,3.0,9.0
10030,3.0,18.0
10030,6.0,7.0
10030,11.0,40.0
10030,5.0,38.0
10030,4.0,96.0
10030,5.0,5.0
10030,9.0,16.0
10030,4.0,4.0
10030,8.0,22.0
10030,4.0,35.0
10030,7.0,7.0
10030,5.0,12.0
10030,6.0,105.0
10030,6.0,6.0
10030,4.0,25.0
10030,6.0,8.0
10030,9.0,1.0
10030,5.0,46.0
10030,6.0,3.0
10030,5.0,15.0
10030,4.0,1.0
10030,3.0,6.0
10030,10.0,14.0
10030,12.0,50.0
10030,7.0,15.0
10030,5.0,30.0
10030,6.0,14.0
10030,7.0,11.0
10030,6.0,22.0
10030,0.0,2.0
10030,6.0,35.0
10030,4.0,15.0
10030,6.0,1.0
10030,7.0,12.0
10030,7.0,6.0
10030,8.0,13.0
10030,8.0,16.0
10030,34.0,54.0
10030,7.0,15.0
10030,6.0,9.0
10030,6.0,33.0
10030,5.0,8.0
10030,5.0,2.0
10030,5.0,10.0
10030,9.0,8.0
10030,5.0,20.0
10030,8.0,10.0
10030,7.0,69.0
10030,7.0,10.0
10030,5.0,56.0
10030,8.0,38.0
10030,4.0,13.0
10030,1.0,64.0
10030,6.0,45.0
10030,5.0,243.0
10030,5.0,32.0
10030,7.0,8.0
10030,5.0,25.0
10030,7.0,4.0
10030,8.0,5.0
10030,7.0,4.0
10030,6.0,116.0
10030,14.0,28.0
10030,7.0,18.0
10030,6.0,4.0
10030,4.0,11.0
10030,10.0,40.0
10030,5.0,24.0
10030,5.0,7.0
10030,5.0,7.0
10030,7.0,41.0
10030,3.0,4.0
10030,5.0,12.0
10030,8.0,7.0
10030,5.0,20.0
10030,13.0,39.0
10030,7.0,7.0
10030,3.0,7.0
10030,9.0,12.0
10030,5.0,13.0
10030,6.0,7.0
10030,6.0,8.0
10030,6.0,25.0
10030,5.0,116.0
10030,5.0,5.0
10030,4.0,8.0
10030,2.0,95.0
10030,4.0,4.0
10030,8.0,7.0
10030,6.0,17.0
10030,5.0,12.0
10030,5.0,13.0
10030,6.0,80.0
10030,7.0,11.0
10030,8.0,41.0
10030,3.0,12.0
10030,6.0,49.0
10030,6.0,43.0
10030,6.0,17.0
10030,5.0,10.0
10030,7.0,47.0
10030,4.0,38.0
10030,5.0,113.0
10030,4.0,9.0
10030,5.0,8.0
10030,7.0,9.0
10030,3.0,10.0
10030,8.0,24.0
10030,3.0,4.0
10030,5.0,9.0
10030,4.0,9.0
10030,7.0,8.0
10030,7.0,12.0
10030,5.0,5.0
10030,9.0,18.0
10030,9.0,6.0
10030,6.0,21.0
10030,7.0,14.0
10030,6.0,60.0
10030,5.0,2.0
10030,6.0,71.0
10030,5.0,30.0
10030,7.0,44.0
10030,9.0,10.0
10030,3.0,13.0
10030,6.0,14.0
10030,7.0,11.0
10030,5.0,13.0
10030,7.0,5.0
10030,7.0,1.0
10030,6.0,7.0
10030,8.0,8.0
10030,6.0,17.0
10030,6.0,4.0
10030,14.0,20.0
10030,5.0,7.0
10030,5.0,21.0
10030,5.0,15.0
10030,3.0,2.0
10030,12.0,1.0
10030,4.0,12.0
10030,2.0,8.0
10030,5.0,11.0
10030,4.0,53.0
10030,4.0,142.0
10030,1.0,33.0
10030,15.0,20.0
10030,6.0,9.0
10030,65.0,30.0
10030,5.0,11.0
10030,6.0,11.0
10030,6.0,6.0
10030,6.0,25.0
10030,8.0,5.0
10030,5.0,4.0
10030,13.0,16.0
10030,15.0,16.0
10030,9.0,28.0
10030,11.0,5.0
10030,7.0,7.0
10030,3.0,20.0
10030,5.0,21.0
10030,7.0,122.0
10030,20.0,48.0
10030,0.0,3.0
10030,7.0,5.0
10030,7.0,3.0
10030,5.0,6.0
10030,4.0,3.0
10030,7.0,16.0
10030,6.0,73.0
10030,5.0,11.0
10030,4.0,17.0
10030,11.0,14.0
10030,1.0,2.0
10030,5.0,26.0
10030,7.0,19.0
10030,8.0,28.0
10030,10.0,50.0
10030,14.0,50.0
10030,7.0,6.0
10030,6.0,51.0
10030,7.0,3.0
10030,8.0,7.0
10030,11.0,4.0
10030,3.0,5.0
10030,5.0,58.0
10030,15.0,5.0
10030,10.0,26.0
10030,6.0,1.0
10030,9.0,28.0
10030,11.0,10.0
10030,6.0,13.0
10030,5.0,15.0
10030,3.0,51.0
10030,4.0,9.0
10030,5.0,19.0
10030,6.0,3.0
10030,6.0,31.0
10030,5.0,19.0
10030,6.0,94.0
10030,7.0,27.0
10030,5.0,13.0
10030,8.0,15.0
10030,5.0,35.0
10030,5.0,4.0
10030,3.0,17.0
10030,1.0,13.0
10030,11.0,10.0
10030,15.0,12.0
10030,8.0,113.0
10030,8.0,113.0
10030,16.0,83.0
10030,12.0,31.0
10030,3.0,124.0
10030,17.0,7.0
10030,5.0,73.0
10030,10.0,3.0
10030,10.0,17.0
10030,9.0,11.0
10030,6.0,33.0
10030,3.0,6.0
10030,7.0,10.0
10030,6.0,17.0
10030,7.0,40.0
10030,8.0,7.0
10030,5.0,10.0
10030,10.0,37.0
10030,8.0,8.0
10030,11.0,5.0
10030,11.0,20.0
10030,8.0,21.0
10030,3.0,8.0
10030,4.0,12.0
10030,5.0,5.0
10030,3.0,13.0
10030,6.0,103.0
10030,5.0,10.0
10030,5.0,10.0
10030,7.0,6.0
10030,3.0,3.0
10030,7.0,4.0
10030,7.0,13.0
10030,5.0,39.0
10030,11.0,16.0
10030,10.0,5.0
10030,8.0,25.0
10030,7.0,4.0
10030,10.0,19.0
10030,6.0,56.0
10030,11.0,40.0
10030,6.0,9.0
10030,7.0,10.0
10030,3.0,23.0
10030,6.0,4.0
10030,11.0,164.0
10030,9.0,150.0
10030,6.0,42.0
10030,6.0,4.0
10030,5.0,29.0
10030,7.0,6.0
10030,3.0,15.0
10030,6.0,28.0
10030,9.0,29.0
10030,5.0,12.0
10030,4.0,11.0
10030,4.0,7.0
10030,7.0,8.0
10030,8.0,7.0
10030,5.0,63.0
10030,9.0,40.0
10030,14.0,48.0
10030,5.0,7.0
10030,9.0,6.0
10030,9.0,11.0
10030,7.0,18.0
10030,10.0,6.0
10030,5.0,22.0
10030,5.0,18.0
10030,5.0,1.0
10030,7.0,15.0
10030,7.0,3.0
10030,116.0,863.0
10030,6.0,9.0
10030,6.0,6.0
10030,5.0,21.0
10030,6.0,27.0
10030,4.0,17.0
10030,7.0,75.0
10030,6.0,4.0
10030,4.0,7.0
10030,5.0,58.0
10030,4.0,13.0
10030,6.0,15.0
10030,4.0,29.0
10030,9.0,132.0
10030,3.0,7.0
10030,7.0,27.0
10030,3.0,4.0
10030,4.0,24.0
10030,4.0,33.0
10030,6.0,3.0
10030,6.0,9.0
10030,6.0,6.0
10030,6.0,20.0
10030,4.0,12.0
10030,5.0,217.0
10030,9.0,19.0
10030,8.0,49.0
10030,7.0,33.0
10030,5.0,4.0
10030,6.0,19.0
10030,5.0,8.0
10030,3.0,6.0
10030,6.0,6.0
10030,8.0,13.0
10030,12.0,276.0
10030,6.0,30.0
10030,4.0,5.0
10030,4.0,178.0
10030,11.0,12.0
10030,9.0,4.0
10030,4.0,27.0
10030,8.0,58.0
10030,8.0,9.0
10030,6.0,8.0
10030,8.0,15.0
10030,8.0,11.0
10030,5.0,18.0
10030,6.0,14.0
10030,4.0,5.0
10030,7.0,9.0
10030,9.0,6.0
10030,5.0,30.0
10030,7.0,45.0
10030,6.0,42.0
10030,6.0,3.0
10030,4.0,15.0
10030,4.0,4.0
10030,7.0,33.0
10030,4.0,9.0
10030,10.0,70.0
10030,7.0,12.0
10030,6.0,18.0
10030,5.0,5.0
10030,6.0,13.0
10030,6.0,20.0
10030,8.0,20.0
10030,6.0,5.0
10030,6.0,24.0
10030,5.0,5.0
10030,4.0,2.0
10030,4.0,2.0
10030,7.0,80.0
10030,5.0,17.0
10030,3.0,5.0
10030,6.0,6.0
10030,12.0,116.0
10030,5.0,11.0
10030,5.0,14.0
10030,8.0,77.0
10030,6.0,45.0
10030,5.0,22.0
10030,6.0,5.0
10030,5.0,105.0
10030,9.0,59.0
10030,6.0,45.0
10030,6.0,4.0
10030,7.0,22.0
10030,8.0,59.0
10030,6.0,19.0
10030,6.0,32.0
10030,7.0,43.0
10030,7.0,22.0
10030,7.0,35.0
10030,6.0,21.0
10030,4.0,27.0
10030,7.0,23.0
10030,4.0,21.0
10030,4.0,37.0
10030,5.0,22.0
10030,5.0,80.0
10030,6.0,15.0
10030,3.0,42.0
10030,5.0,15.0
10030,6.0,8.0
10030,6.0,36.0
10030,4.0,25.0
10030,7.0,4.0
10030,3.0,90.0
10030,6.0,32.0
10030,11.0,27.0
10030,11.0,34.0
10030,6.0,6.0
10030,1.0,179.0
10030,8.0,8.0
10030,6.0,7.0
10030,8.0,10.0
10030,4.0,11.0
10030,6.0,22.0
10030,5.0,2.0
10030,6.0,53.0
10030,6.0,10.0
10030,8.0,36.0
10030,6.0,22.0
10030,6.0,13.0
10030,11.0,25.0
10030,5.0,25.0
10030,5.0,7.0
10030,6.0,1.0
10030,7.0,15.0
10030,6.0,23.0
10030,6.0,9.0
10030,4.0,5.0
10030,4.0,9.0
10030,14.0,54.0
10030,7.0,28.0
10030,3.0,64.0
10030,5.0,6.0
10030,9.0,37.0
10030,7.0,58.0
10030,5.0,19.0
10030,7.0,4.0
10030,8.0,1.0
10030,5.0,18.0
10030,9.0,135.0
10030,5.0,1.0
10030,6.0,7.0
10030,5.0,4.0
10030,5.0,5.0
10030,5.0,43.0
10030,7.0,13.0
10030,4.0,4.0
10030,6.0,9.0
10030,5.0,59.0
10030,9.0,12.0
10030,5.0,10.0
10030,5.0,51.0
10030,4.0,11.0
10030,5.0,16.0
10030,8.0,20.0
10030,7.0,177.0
10030,8.0,2.0
10030,12.0,53.0
10030,6.0,16.0
10030,9.0,10.0
10030,9.0,15.0
10030,2.0,9.0
10030,5.0,9.0
10030,6.0,5.0
10030,4.0,10.0
10030,7.0,9.0
10030,6.0,21.0
10030,4.0,6.0
10030,6.0,29.0
10030,8.0,4.0
10030,6.0,207.0
10030,4.0,88.0
10030,69.0,22110.0
10030,4.0,28.0
10030,1.0,3.0
10030,5.0,2.0
10030,2.0,10.0
10030,7.0,39.0
10030,5.0,97.0
10030,2.0,50.0
10030,13.0,8.0
10030,5.0,51.0
10030,5.0,21.0
10030,8.0,15.0
10030,2.0,121.0
10030,11.0,61.0
10030,6.0,57.0
10030,8.0,9.0
10030,6.0,1.0
10030,7.0,15.0
10030,9.0,0.0
10030,7.0,16.0
10030,5.0,35.0
10030,10.0,9.0
10030,5.0,24.0
10030,6.0,22.0
10030,7.0,24.0
10030,7.0,25.0
10030,7.0,104.0
10030,10.0,21.0
10030,7.0,79.0
10030,9.0,31.0
10030,8.0,40.0
10030,6.0,14.0
10030,5.0,13.0
10030,8.0,16.0
10030,7.0,30.0
10030,5.0,11.0
10030,4.0,29.0
10030,7.0,1.0
10030,4.0,4.0
10030,3.0,65.0
10030,8.0,55.0
10030,4.0,7.0
10030,3.0,2.0
10030,5.0,5.0
10030,7.0,48.0
10030,6.0,27.0
10030,7.0,4.0
10030,6.0,5.0
10030,5.0,3.0
10030,6.0,6.0
10030,3.0,4.0
10030,5.0,20.0
10030,9.0,49.0
10030,4.0,46.0
10030,9.0,27.0
10030,6.0,59.0
10030,4.0,12.0
10030,5.0,9.0
10030,4.0,27.0
10030,3.0,3.0
10030,8.0,61.0
10030,5.0,9.0
10030,6.0,2.0
10030,7.0,107.0
10030,6.0,8.0
10030,5.0,13.0
10030,5.0,7.0
10030,5.0,9.0
10030,6.0,5.0
10030,5.0,24.0
10030,5.0,10.0
10030,5.0,6.0
10030,7.0,5.0
10030,6.0,9.0
10030,5.0,6.0
10030,8.0,13.0
10030,5.0,68.0
10030,7.0,11.0
10030,3.0,20.0
10030,6.0,49.0
10030,7.0,106.0
10030,6.0,28.0
10030,4.0,9.0
10030,6.0,8.0
10030,4.0,13.0
10030,6.0,3.0
10030,5.0,7.0
10030,8.0,10.0
10030,5.0,2.0
10030,6.0,2.0
10030,5.0,29.0
10030,7.0,5.0
10030,4.0,8.0
10030,6.0,12.0
10030,5.0,19.0
10030,6.0,6.0
10030,6.0,60.0
10030,5.0,14.0
10030,4.0,15.0
10030,3.0,13.0
10030,12.0,11.0
10030,7.0,9.0
10030,3.0,7.0
10030,6.0,194.0
10030,4.0,78.0
10030,8.0,4.0
10030,6.0,85.0
10030,4.0,5.0
10030,5.0,3.0
10030,6.0,3.0
10030,5.0,21.0
10030,8.0,4.0
10030,9.0,3.0
10030,6.0,11.0
10030,6.0,1.0
10030,7.0,80.0
10030,7.0,80.0
10030,5.0,94.0
10030,6.0,4.0
10030,6.0,16.0
10030,8.0,118.0
10030,5.0,122.0
10030,8.0,4.0
10030,4.0,16.0
10030,5.0,12.0
10030,13.0,13.0
10030,6.0,3.0
10030,8.0,5.0
10030,8.0,4.0
10030,7.0,47.0
10030,8.0,10.0
10030,6.0,4.0
10030,9.0,30.0
10030,4.0,37.0
10030,2.0,16.0
10030,6.0,23.0
10030,6.0,25.0
10030,6.0,8.0
10030,6.0,32.0
10030,24.0,72.0
10030,8.0,44.0
10030,5.0,747.0
10030,6.0,21.0
10030,5.0,61.0
10030,20.0,50.0
10030,3.0,20.0
10030,4.0,14.0
10030,6.0,4.0
10030,114.0,54360.0
10030,7.0,6.0
10030,5.0,9.0
10030,5.0,11.0
10030,5.0,15.0
10030,7.0,4.0
10030,4.0,3.0
10030,6.0,3.0
10030,7.0,47.0
10030,4.0,9.0
10030,6.0,70.0
10030,6.0,33.0
10030,4.0,13.0
10030,7.0,40.0
10030,8.0,8.0
10030,6.0,38.0
10030,7.0,11.0
10030,6.0,13.0
10030,4.0,86.0
10030,5.0,6.0
10030,4.0,2.0
10030,8.0,4.0
10030,1.0,0.0
10030,7.0,8.0
10030,6.0,12.0
10030,5.0,16.0
10030,5.0,23.0
10030,8.0,9.0
10030,13.0,68.0
10030,7.0,5.0
10030,3.0,11.0
10030,5.0,12.0
10030,5.0,74.0
10030,5.0,8.0
10030,5.0,7.0
10030,6.0,11.0
10030,8.0,35.0
10030,8.0,34.0
10030,6.0,7.0
10030,6.0,16.0
10030,4.0,8.0
10030,7.0,13.0
10030,7.0,10.0
10030,4.0,8.0
10030,7.0,19.0
10030,6.0,3.0
10030,5.0,9.0
10030,8.0,25.0
10030,5.0,25.0
10030,6.0,29.0
10030,5.0,36.0
10030,5.0,7.0
10030,5.0,33.0
10030,6.0,3.0
10030,5.0,27.0
10030,4.0,5.0
10030,6.0,3.0
10030,6.0,4.0
10030,8.0,8.0
10030,6.0,10.0
10030,5.0,5.0
10030,7.0,4.0
10030,5.0,8.0
10030,7.0,2.0
10030,6.0,8.0
10030,5.0,34.0
10030,5.0,5.0
10030,7.0,40.0
10030,5.0,4.0
10030,5.0,24.0
10030,6.0,7.0
10030,5.0,4.0
10030,9.0,19.0
10030,5.0,11.0
10030,9.0,3.0
10030,9.0,13.0
10030,5.0,10.0
10030,5.0,9.0
10030,5.0,5.0
10030,4.0,5.0
10030,5.0,7.0
10030,9.0,13.0
10030,5.0,10.0
10030,3.0,28.0
10030,5.0,10.0
10030,3.0,6.0
10030,6.0,9.0
10030,5.0,30.0
10030,6.0,8.0
10030,9.0,4.0
10030,6.0,3.0
10030,5.0,19.0
10030,5.0,36.0
10030,5.0,4.0
10030,6.0,157.0
10030,8.0,4.0
10030,8.0,20.0
10030,5.0,6.0
10030,6.0,17.0
10030,6.0,74.0
10030,6.0,8.0
10030,6.0,4.0
10030,7.0,98.0
10030,3.0,4.0
10030,9.0,11.0
10030,6.0,24.0
10030,16.0,49.0
10030,7.0,9.0
10030,6.0,15.0
10030,4.0,19.0
10030,7.0,6.0
10030,5.0,9.0
10030,8.0,5.0
10030,6.0,5.0
10030,9.0,42.0
10030,2.0,17.0
10030,6.0,244.0
10030,2.0,36.0
10030,8.0,9.0
10030,4.0,22.0
10030,8.0,8.0
10030,7.0,179.0
10030,3.0,4.0
10030,5.0,10.0
10030,6.0,35.0
10030,5.0,107.0
10030,3.0,12.0
10030,5.0,146.0
10030,13.0,22.0
10030,7.0,31.0
10030,6.0,5.0
10030,4.0,109.0
10030,7.0,6.0
10030,12.0,16.0
10030,2.0,49.0
10030,4.0,10.0
10030,5.0,26.0
10030,5.0,16.0
10030,3.0,7.0
10030,8.0,57.0
10030,5.0,10.0
10030,5.0,6.0
10030,5.0,13.0
10030,5.0,19.0
10030,7.0,2.0
10030,7.0,14.0
10030,4.0,24.0
10030,4.0,9.0
10030,4.0,9.0
10030,7.0,10.0
10030,7.0,8.0
10030,6.0,12.0
10030,3.0,2.0
10030,16.0,182.0
10030,9.0,170.0
10030,4.0,0.0
10030,6.0,6.0
10030,6.0,25.0
10030,5.0,3.0
10030,6.0,38.0
10030,0.0,12.0
10030,10.0,13.0
10030,6.0,12.0
10030,5.0,6.0
10030,7.0,20.0
10030,5.0,51.0
10030,5.0,3.0
10030,7.0,26.0
10030,4.0,30.0
10030,5.0,5.0
10030,5.0,3.0
10030,9.0,18.0
10030,5.0,9.0
10030,5.0,21.0
10030,6.0,14.0
10030,5.0,11.0
10030,4.0,6.0
10030,5.0,8.0
10030,3.0,14.0
10030,3.0,69.0
10030,3.0,25.0
10030,5.0,6.0
10030,7.0,7.0
10030,5.0,4.0
10030,5.0,5.0
10030,5.0,55.0
10030,0.0,40.0
10030,6.0,49.0
10030,7.0,56.0
10030,5.0,22.0
10030,6.0,18.0
10030,5.0,5.0
10030,6.0,31.0
10030,8.0,39.0
10030,3.0,53.0
10030,6.0,10.0
10030,6.0,8.0
10030,8.0,11.0
10030,9.0,38.0
10030,4.0,13.0
10030,2.0,580.0
10030,4.0,14.0
10030,5.0,28.0
10030,5.0,6.0
10030,7.0,5.0
10030,4.0,8.0
10030,5.0,195.0
10030,6.0,4.0
10030,6.0,27.0
10030,8.0,8.0
10030,5.0,8.0
10030,10.0,4.0
10030,5.0,13.0
10030,6.0,37.0
10030,6.0,7.0
10030,1.0,17.0
10030,6.0,4.0
10030,8.0,19.0
10030,7.0,5.0
10030,6.0,8.0
10030,8.0,8.0
10030,1.0,27.0
10030,8.0,35.0
10030,41.0,50.0
10030,10.0,0.0
10030,7.0,13.0
10030,6.0,12.0
10030,5.0,44.0
10030,6.0,70.0
10030,6.0,8.0
10030,5.0,5.0
10030,7.0,32.0
10030,6.0,10.0
10030,5.0,15.0
10030,2.0,61.0
10030,5.0,6.0
10030,5.0,3.0
10030,4.0,41.0
10030,1.0,9.0
10030,9.0,20.0
10030,6.0,7.0
10030,7.0,10.0
10030,8.0,8.0
10030,7.0,15.0
10030,12.0,0.0
10030,3.0,33.0
10030,8.0,28.0
10030,5.0,10.0
10030,7.0,9.0
10030,10.0,10.0
10030,5.0,32.0
10030,8.0,14.0
10030,5.0,4.0
10030,5.0,7.0
10030,5.0,38.0
10030,5.0,57.0
10030,6.0,37.0
10030,4.0,73.0
10030,11.0,19.0
10030,5.0,3.0
10030,11.0,14.0
10030,5.0,12.0
10030,3.0,6.0
10030,5.0,3.0
10030,4.0,30.0
10030,5.0,26.0
10030,7.0,19.0
10030,6.0,6.0
10030,5.0,13.0
10030,4.0,14.0
10030,3.0,9.0
10030,5.0,2.0
10030,4.0,15.0
10030,5.0,75.0
10030,5.0,22.0
10030,6.0,4.0
10030,4.0,8.0
10030,6.0,22.0
10030,7.0,6.0
10030,5.0,3.0
10030,7.0,15.0
10030,7.0,14.0
10030,6.0,5.0
10030,4.0,4.0
10030,2.0,14.0
10030,7.0,46.0
10030,7.0,13.0
10030,11.0,5.0
10030,4.0,3.0
10030,6.0,14.0
10030,7.0,30.0
10030,9.0,6.0
10030,6.0,5.0
10030,6.0,9.0
10030,5.0,6.0
10030,4.0,8.0
10030,6.0,17.0
10030,5.0,6.0
10030,7.0,25.0
10030,5.0,21.0
10030,5.0,21.0
10030,4.0,13.0
10030,6.0,7.0
10030,3.0,10.0
10030,4.0,129.0
10030,7.0,14.0
10030,5.0,10.0
10030,4.0,4.0
10030,8.0,32.0
10030,4.0,108.0
10030,7.0,6.0
10030,6.0,11.0
10030,4.0,56.0
10030,2.0,7.0
10030,4.0,136.0
10030,4.0,8.0
10030,4.0,9.0
10030,4.0,3.0
10030,8.0,12.0
10030,5.0,1.0
10030,7.0,17.0
10030,5.0,6.0
10030,6.0,28.0
10030,11.0,6.0
10030,8.0,8.0
10030,7.0,11.0
10030,4.0,18.0
10030,6.0,21.0
10030,10.0,9.0
10030,15.0,64.0
10030,5.0,6.0
10030,7.0,7.0
10030,4.0,10.0
10030,14.0,19.0
10030,4.0,5.0
10030,6.0,226.0
10030,6.0,14.0
10030,6.0,12.0
10030,4.0,4.0
10030,6.0,76.0
10030,4.0,16.0
10030,7.0,10.0
10030,6.0,37.0
10030,5.0,5.0
10030,8.0,16.0
10030,78.0,266.0
10030,4.0,75.0
10030,4.0,6.0
10030,5.0,23.0
10030,9.0,13.0
10030,5.0,22.0
10030,5.0,17.0
10030,5.0,5.0
10030,7.0,19.0
10030,6.0,31.0
10030,8.0,12.0
10030,5.0,6.0
10030,6.0,7.0
10030,5.0,3.0
10030,8.0,30.0
10030,7.0,60.0
10030,20.0,13.0
10030,4.0,4.0
10030,5.0,13.0
10030,7.0,4.0
10030,13.0,43.0
10030,4.0,7.0
10030,4.0,25.0
10030,5.0,7.0
10030,5.0,5.0
10030,4.0,6.0
10030,5.0,2.0
10030,4.0,17.0
10030,6.0,9.0
10030,6.0,101.0
10030,12.0,23.0
10030,12.0,0.0
10030,4.0,8.0
10030,6.0,7.0
10030,7.0,13.0
10030,8.0,57.0
10030,7.0,42.0
10030,3.0,3.0
10030,4.0,22.0
10030,4.0,12.0
10030,4.0,5.0
10030,6.0,39.0
10030,9.0,46.0
10030,9.0,32.0
10030,6.0,4.0
10030,6.0,4.0
10030,7.0,7.0
10030,5.0,15.0
10030,5.0,6.0
10030,7.0,24.0
10030,4.0,50.0
10030,4.0,6.0
10030,4.0,7.0
10030,5.0,6.0
10030,5.0,7.0
10030,5.0,4.0
10030,7.0,4.0
10030,6.0,10.0
10030,6.0,6.0
10030,6.0,75.0
10030,11.0,36.0
10030,7.0,26.0
10030,6.0,10.0
10030,8.0,6.0
10030,7.0,22.0
10030,10.0,22.0
10030,4.0,6.0
10030,4.0,4.0
10030,7.0,59.0
10030,4.0,5.0
10030,5.0,7.0
10030,7.0,5.0
10030,3.0,9.0
10030,8.0,18.0
10030,6.0,2.0
10030,6.0,28.0
10030,8.0,14.0
10030,7.0,44.0
10030,6.0,31.0
10030,7.0,85.0
10030,4.0,5.0
10030,6.0,13.0
10030,8.0,2.0
10030,4.0,104.0
10030,16.0,92.0
10030,13.0,18.0
10030,10.0,20.0
10030,6.0,24.0
10030,5.0,19.0
10030,5.0,2.0
10030,8.0,3.0
10030,5.0,3.0
10030,5.0,15.0
10030,6.0,164.0
10030,5.0,2.0
10030,5.0,14.0
10030,5.0,6.0
10030,5.0,7.0
10030,7.0,9.0
10030,4.0,45.0
10030,7.0,28.0
10030,6.0,6.0
10030,3.0,37.0
10030,4.0,2.0
10030,7.0,7.0
10030,9.0,21.0
10030,6.0,29.0
10030,8.0,6.0
10030,3.0,17.0
10030,7.0,5.0
10030,6.0,17.0
10030,7.0,3.0
10030,6.0,5.0
10030,5.0,5.0
10030,6.0,261.0
10030,5.0,45.0
10030,7.0,66.0
10030,5.0,14.0
10030,3.0,13.0
10030,4.0,9.0
10030,6.0,36.0
10030,5.0,11.0
10030,6.0,29.0
10030,6.0,11.0
10030,4.0,33.0
10030,6.0,21.0
10030,4.0,12.0
10030,6.0,113.0
10030,6.0,22.0
